rowid,week,location,pathogen,year,num_cases,current_week
3485,53,UNITED STATES,crypto,2013,9056,0
3486,53,NEW ENGLAND,crypto,2013,277,0
3487,53,Conn.,crypto,2013,36,0
3488,53,Maine,crypto,2013,35,0
3489,53,Mass.,crypto,2013,123,0
3490,53,N.H.,crypto,2013,45,0
3491,53,R.I.,crypto,2013,12,0
3492,53,Vt.,crypto,2013,26,0
3493,53,MID. ATLANTIC,crypto,2013,844,0
3494,53,N.J.,crypto,2013,70,0
3495,53,N.Y. (Upstate),crypto,2013,252,0
3496,53,N.Y. City,crypto,2013,81,0
3497,53,Pa.,crypto,2013,441,0
3498,53,E.N. CENTRAL,crypto,2013,1524,0
3499,53,Ill.,crypto,2013,266,0
3500,53,Ind.,crypto,2013,139,0
3501,53,Mich.,crypto,2013,270,0
3502,53,Ohio,crypto,2013,372,0
3503,53,Wis.,crypto,2013,477,0
3504,53,W.N. CENTRAL,crypto,2013,2547,0
3505,53,Iowa,crypto,2013,1505,0
3506,53,Kans.,crypto,2013,99,0
3507,53,Minn.,crypto,2013,324,0
3508,53,Mo.,crypto,2013,210,0
3509,53,Nebr.,crypto,2013,151,0
3510,53,N. Dak.,crypto,2013,84,0
3511,53,S. Dak.,crypto,2013,174,0
3512,53,S. ATLANTIC,crypto,2013,1181,0
3513,53,Del.,crypto,2013,16,0
3514,53,D.C.,crypto,2013,15,0
3515,53,Fla.,crypto,2013,409,0
3516,53,Ga.,crypto,2013,287,0
3517,53,Md.,crypto,2013,65,0
3518,53,N.C.,crypto,2013,126,0
3519,53,S.C.,crypto,2013,98,0
3520,53,Va.,crypto,2013,144,0
3521,53,W. Va.,crypto,2013,21,0
3522,53,E.S. CENTRAL,crypto,2013,352,0
3523,53,Ala.,crypto,2013,144,0
3524,53,Ky.,crypto,2013,72,0
3525,53,Miss.,crypto,2013,49,0
3526,53,Tenn.,crypto,2013,87,0
3527,53,W.S. CENTRAL,crypto,2013,923,0
3528,53,Ark.,crypto,2013,57,0
3529,53,La.,crypto,2013,378,0
3530,53,Okla.,crypto,2013,76,0
3531,53,Tex.,crypto,2013,412,0
3532,53,MOUNTAIN,crypto,2013,734,0
3533,53,Ariz.,crypto,2013,42,0
3534,53,Colo.,crypto,2013,99,0
3535,53,Idaho,crypto,2013,147,0
3536,53,Mont.,crypto,2013,125,0
3537,53,Nev.,crypto,2013,20,0
3538,53,N. Mex.,crypto,2013,49,0
3539,53,Utah,crypto,2013,86,0
3540,53,Wyo.,crypto,2013,166,0
3541,53,PACIFIC,crypto,2013,674,0
3543,53,Calif.,crypto,2013,306,0
3545,53,Oreg.,crypto,2013,277,0
3546,53,Wash.,crypto,2013,84,0
14138,53,UNITED STATES,stec,2013,6663,0
14139,53,NEW ENGLAND,stec,2013,256,0
14140,53,Conn.,stec,2013,71,0
14141,53,Maine,stec,2013,27,0
14142,53,Mass.,stec,2013,108,0
14143,53,N.H.,stec,2013,27,0
14144,53,R.I.,stec,2013,3,0
14145,53,Vt.,stec,2013,20,0
14146,53,MID. ATLANTIC,stec,2013,725,0
14147,53,N.J.,stec,2013,137,0
14148,53,N.Y. (Upstate),stec,2013,221,0
14149,53,N.Y. City,stec,2013,88,0
14150,53,Pa.,stec,2013,279,0
14151,53,E.N. CENTRAL,stec,2013,1031,0
14152,53,Ill.,stec,2013,279,0
14153,53,Ind.,stec,2013,121,0
14154,53,Mich.,stec,2013,184,0
14155,53,Ohio,stec,2013,222,0
14156,53,Wis.,stec,2013,225,0
14157,53,W.N. CENTRAL,stec,2013,1009,0
14158,53,Iowa,stec,2013,171,0
14159,53,Kans.,stec,2013,89,0
14160,53,Minn.,stec,2013,305,0
14161,53,Mo.,stec,2013,276,0
14162,53,Nebr.,stec,2013,82,0
14163,53,N. Dak.,stec,2013,43,0
14164,53,S. Dak.,stec,2013,43,0
14165,53,S. ATLANTIC,stec,2013,549,0
14166,53,Del.,stec,2013,15,0
14167,53,D.C.,stec,2013,5,0
14168,53,Fla.,stec,2013,121,0
14169,53,Ga.,stec,2013,121,0
14170,53,Md.,stec,2013,64,0
14171,53,N.C.,stec,2013,71,0
14172,53,S.C.,stec,2013,8,0
14173,53,Va.,stec,2013,109,0
14174,53,W. Va.,stec,2013,35,0
14175,53,E.S. CENTRAL,stec,2013,327,0
14176,53,Ala.,stec,2013,53,0
14177,53,Ky.,stec,2013,110,0
14178,53,Miss.,stec,2013,30,0
14179,53,Tenn.,stec,2013,134,0
14180,53,W.S. CENTRAL,stec,2013,813,0
14181,53,Ark.,stec,2013,76,0
14182,53,La.,stec,2013,24,0
14183,53,Okla.,stec,2013,107,0
14184,53,Tex.,stec,2013,606,0
14185,53,MOUNTAIN,stec,2013,791,0
14186,53,Ariz.,stec,2013,246,0
14187,53,Colo.,stec,2013,186,0
14188,53,Idaho,stec,2013,106,0
14189,53,Mont.,stec,2013,49,0
14190,53,Nev.,stec,2013,59,0
14191,53,N. Mex.,stec,2013,30,0
14192,53,Utah,stec,2013,84,0
14193,53,Wyo.,stec,2013,31,0
14194,53,PACIFIC,stec,2013,1162,0
14196,53,Calif.,stec,2013,623,0
14198,53,Oreg.,stec,2013,189,0
14199,53,Wash.,stec,2013,322,0
7036,53,UNITED STATES,grd,2013,15106,0
7037,53,NEW ENGLAND,grd,2013,1443,0
7038,53,Conn.,grd,2013,230,0
7039,53,Maine,grd,2013,218,0
7040,53,Mass.,grd,2013,664,0
7041,53,N.H.,grd,2013,117,0
7042,53,R.I.,grd,2013,41,0
7043,53,Vt.,grd,2013,173,0
7044,53,MID. ATLANTIC,grd,2013,2865,0
7045,53,N.J.,grd,2013,336,0
7046,53,N.Y. (Upstate),grd,2013,1010,0
7047,53,N.Y. City,grd,2013,764,0
7048,53,Pa.,grd,2013,755,0
7049,53,E.N. CENTRAL,grd,2013,1953,0
7050,53,Ill.,grd,2013,311,0
7051,53,Ind.,grd,2013,203,0
7052,53,Mich.,grd,2013,547,0
7053,53,Ohio,grd,2013,507,0
7054,53,Wis.,grd,2013,385,0
7055,53,W.N. CENTRAL,grd,2013,1561,0
7056,53,Iowa,grd,2013,273,0
7057,53,Kans.,grd,2013,102,0
7058,53,Minn.,grd,2013,618,0
7059,53,Mo.,grd,2013,244,0
7060,53,Nebr.,grd,2013,169,0
7061,53,N. Dak.,grd,2013,44,0
7062,53,S. Dak.,grd,2013,111,0
7063,53,S. ATLANTIC,grd,2013,2543,0
