rowid,week,location,num_cases,pathogen,year,current_week
13879,52,New Jersey,128,stec,2017,0
13880,52,New York (excluding New York City),231,stec,2017,10
13881,52,New York City,115,stec,2017,0
13882,52,Pennsylvania,200,stec,2017,1
13883,52,East North Central,981,stec,2017,8
13884,52,Illinois,212,stec,2017,1
13885,52,Indiana,118,stec,2017,2
13886,52,Michigan,149,stec,2017,3
13887,52,Ohio,280,stec,2017,1
13888,52,Wisconsin,222,stec,2017,1
13889,52,West North Central,1520,stec,2017,9
13890,52,Iowa,276,stec,2017,0
13891,52,Kansas,139,stec,2017,0
13892,52,Minnesota,531,stec,2017,7
13893,52,Missouri,292,stec,2017,2
13894,52,Nebraska,151,stec,2017,0
13895,52,North Dakota,40,stec,2017,0
13896,52,South Dakota,91,stec,2017,0
13897,52,South Atlantic,756,stec,2017,11
13898,52,Delaware,11,stec,2017,0
13899,52,District of Columbia,9,stec,2017,0
13900,52,Florida,187,stec,2017,2
13901,52,Georgia,138,stec,2017,1
13902,52,Maryland,81,stec,2017,0
13903,52,North Carolina,81,stec,2017,3
13904,52,South Carolina,42,stec,2017,0
13905,52,Virginia,179,stec,2017,5
13906,52,West Virginia,28,stec,2017,0
13907,52,East South Central,303,stec,2017,4
13908,52,Alabama,30,stec,2017,0
13909,52,Kentucky,59,stec,2017,2
13910,52,Mississippi,29,stec,2017,1
13911,52,Tennessee,185,stec,2017,1
13912,52,West South Central,1367,stec,2017,81
13913,52,Arkansas,86,stec,2017,6
13914,52,Louisiana,41,stec,2017,0
13915,52,Oklahoma,109,stec,2017,13
13916,52,Texas,1131,stec,2017,62
13917,52,Mountain,925,stec,2017,7
13918,52,Arizona,166,stec,2017,1
13919,52,Colorado,274,stec,2017,1
13920,52,Idaho,133,stec,2017,3
13921,52,Montana,97,stec,2017,0
13922,52,Nevada,49,stec,2017,0
13923,52,New Mexico,42,stec,2017,0
13924,52,Utah,140,stec,2017,2
13925,52,Wyoming,24,stec,2017,0
13926,52,Pacific,1821,stec,2017,302
13928,52,California,1288,stec,2017,7
13930,52,Oregon,211,stec,2017,3
13931,52,Washington,292,stec,2017,292
13932,52,American Samoa,0,stec,2017,0
13933,52,Commonwealth of Northern Mariana Islands,0,stec,2017,0
13935,52,Puerto Rico,3,stec,2017,0
13936,52,U.S. Virgin Islands,0,stec,2017,0
13736,52,United States,15193,grd,2017,931
13737,52,New England,1060,grd,2017,13
13738,52,Connecticut,221,grd,2017,2
13739,52,Maine,129,grd,2017,2
13740,52,Massachusetts,551,grd,2017,5
13741,52,New Hampshire,114,grd,2017,1
13742,52,Rhode Island,45,grd,2017,3
13744,52,Middle Atlantic,2771,grd,2017,58
13745,52,New Jersey,377,grd,2017,4
13746,52,New York (excluding New York City),866,grd,2017,29
13747,52,New York City,975,grd,2017,16
13748,52,Pennsylvania,553,grd,2017,9
13749,52,East North Central,1853,grd,2017,42
13751,52,Indiana,192,grd,2017,2
13752,52,Michigan,560,grd,2017,7
13753,52,Ohio,423,grd,2017,25
13754,52,Wisconsin,678,grd,2017,8
13755,52,West North Central,1533,grd,2017,18
13756,52,Iowa,273,grd,2017,4
13757,52,Kansas,104,grd,2017,2
13758,52,Minnesota,643,grd,2017,4
13759,52,Missouri,242,grd,2017,2
13760,52,Nebraska,131,grd,2017,1
13761,52,North Dakota,36,grd,2017,1
13762,52,South Dakota,104,grd,2017,4
13763,52,South Atlantic,2394,grd,2017,59
13764,52,Delaware,29,grd,2017,0
13765,52,District of Columbia,56,grd,2017,2
13766,52,Florida,997,grd,2017,15
13767,52,Georgia,603,grd,2017,7
13768,52,Maryland,168,grd,2017,1
13769,52,North Carolina,0,grd,2017,0
13770,52,South Carolina,156,grd,2017,3
13771,52,Virginia,284,grd,2017,31
13772,52,West Virginia,101,grd,2017,0
13773,52,East South Central,191,grd,2017,2
13774,52,Alabama,191,grd,2017,2
13778,52,West South Central,372,grd,2017,10
13779,52,Arkansas,151,grd,2017,8
13780,52,Louisiana,221,grd,2017,2
13783,52,Mountain,1314,grd,2017,11
13784,52,Arizona,145,grd,2017,2
13785,52,Colorado,510,grd,2017,4
13786,52,Idaho,160,grd,2017,1
13787,52,Montana,125,grd,2017,3
13788,52,Nevada,46,grd,2017,0
13789,52,New Mexico,80,grd,2017,0
13790,52,Utah,204,grd,2017,1
13791,52,Wyoming,44,grd,2017,0
13792,52,Pacific,3705,grd,2017,718
13794,52,California,2548,grd,2017,40
13796,52,Oregon,345,grd,2017,9
13797,52,Washington,669,grd,2017,669
13798,52,American Samoa,0,grd,2017,0
13799,52,Commonwealth of Northern Mariana Islands,0,grd,2017,0
13801,52,Puerto Rico,22,grd,2017,0
13802,52,U.S. Virgin Islands,0,grd,2017,0
13803,52,United States,7458,lgn,2017,163
13804,52,New England,472,lgn,2017,11
13805,52,Connecticut,120,lgn,2017,1
13806,52,Maine,16,lgn,2017,1
13807,52,Massachusetts,201,lgn,2017,1
13808,52,New Hampshire,63,lgn,2017,0
13809,52,Rhode Island,50,lgn,2017,8
13810,52,Vermont,22,lgn,2017,0
13811,52,Middle Atlantic,1771,lgn,2017,17
13812,52,New Jersey,249,lgn,2017,1
13813,52,New York (excluding New York City),587,lgn,2017,13
13814,52,New York City,435,lgn,2017,2
13815,52,Pennsylvania,500,lgn,2017,1
13816,52,East North Central,1654,lgn,2017,18
13817,52,Illinois,332,lgn,2017,0
13818,52,Indiana,198,lgn,2017,4
13819,52,Michigan,347,lgn,2017,1
13820,52,Ohio,601,lgn,2017,12
13821,52,Wisconsin,176,lgn,2017,1
13822,52,West North Central,356,lgn,2017,2
13823,52,Iowa,35,lgn,2017,0
13824,52,Kansas,34,lgn,2017,0
13825,52,Minnesota,98,lgn,2017,2
13826,52,Missouri,138,lgn,2017,0
13827,52,Nebraska,29,lgn,2017,0
13828,52,North Dakota,7,lgn,2017,0
13829,52,South Dakota,15,lgn,2017,0
13830,52,South Atlantic,1374,lgn,2017,19
13831,52,Delaware,34,lgn,2017,0
13832,52,District of Columbia,46,lgn,2017,0
13833,52,Florida,435,lgn,2017,8
13834,52,Georgia,159,lgn,2017,1
13835,52,Maryland,187,lgn,2017,1
13836,52,North Carolina,212,lgn,2017,5
13837,52,South Carolina,55,lgn,2017,0
13838,52,Virginia,197,lgn,2017,4
13839,52,West Virginia,49,lgn,2017,0
13840,52,East South Central,441,lgn,2017,0
13841,52,Alabama,66,lgn,2017,0
13842,52,Kentucky,116,lgn,2017,0
13843,52,Mississippi,52,lgn,2017,0
13844,52,Tennessee,207,lgn,2017,0
13845,52,West South Central,497,lgn,2017,31
13846,52,Arkansas,56,lgn,2017,1
13847,52,Louisiana,49,lgn,2017,1
13848,52,Oklahoma,65,lgn,2017,6
13849,52,Texas,327,lgn,2017,23
13850,52,Mountain,251,lgn,2017,3
13851,52,Arizona,74,lgn,2017,2
13852,52,Colorado,82,lgn,2017,1
13853,52,Idaho,12,lgn,2017,0
13854,52,Montana,17,lgn,2017,0
13855,52,Nevada,14,lgn,2017,0
13856,52,New Mexico,13,lgn,2017,0
13857,52,Utah,32,lgn,2017,0
13858,52,Wyoming,7,lgn,2017,0
13859,52,Pacific,642,lgn,2017,62
13861,52,California,535,lgn,2017,4
13863,52,Oregon,37,lgn,2017,2
13864,52,Washington,56,lgn,2017,56
13866,52,Commonwealth of Northern Mariana Islands,0,lgn,2017,0
13868,52,Puerto Rico,3,lgn,2017,0
13869,52,U.S. Virgin Islands,0,lgn,2017,0
13870,52,United States,14912,shig,2017,656
13871,52,New England,349,shig,2017,6
13872,52,Connecticut,78,shig,2017,3
13873,52,Maine,13,shig,2017,0
13874,52,Massachusetts,185,shig,2017,0
13875,52,New Hampshire,12,shig,2017,0
13876,52,Rhode Island,44,shig,2017,3
13877,52,Vermont,17,shig,2017,0
13878,52,Middle Atlantic,1346,shig,2017,31
13879,52,New Jersey,338,shig,2017,6
13880,52,New York (excluding New York City),286,shig,2017,14
13881,52,New York City,453,shig,2017,9
13882,52,Pennsylvania,269,shig,2017,2
13883,52,East North Central,1873,shig,2017,45
13884,52,Illinois,361,shig,2017,9
13885,52,Indiana,153,shig,2017,1
13886,52,Michigan,458,shig,2017,5
13887,52,Ohio,634,shig,2017,25
13888,52,Wisconsin,267,shig,2017,5
13889,52,West North Central,1033,shig,2017,13
13890,52,Iowa,174,shig,2017,2
13891,52,Kansas,228,shig,2017,7
13892,52,Minnesota,145,shig,2017,0
13893,52,Missouri,424,shig,2017,4
13894,52,Nebraska,31,shig,2017,0
13895,52,North Dakota,2,shig,2017,0
13896,52,South Dakota,29,shig,2017,0
13897,52,South Atlantic,2991,shig,2017,86
13898,52,Delaware,33,shig,2017,0
13899,52,District of Columbia,67,shig,2017,2
13900,52,Florida,1307,shig,2017,32
13901,52,Georgia,403,shig,2017,3
13902,52,Maryland,239,shig,2017,1
13903,52,North Carolina,294,shig,2017,5
13904,52,South Carolina,415,shig,2017,32
13905,52,Virginia,207,shig,2017,9
13906,52,West Virginia,26,shig,2017,2
13907,52,East South Central,1014,shig,2017,19
13908,52,Alabama,247,shig,2017,7
13909,52,Kentucky,275,shig,2017,1
13910,52,Mississippi,184,shig,2017,6
13911,52,Tennessee,308,shig,2017,5
13912,52,West South Central,2181,shig,2017,128
13913,52,Arkansas,249,shig,2017,9
13914,52,Louisiana,259,shig,2017,3
13915,52,Oklahoma,151,shig,2017,29
13916,52,Texas,1522,shig,2017,87
13917,52,Mountain,1056,shig,2017,9
13918,52,Arizona,555,shig,2017,4
13919,52,Colorado,176,shig,2017,3
13920,52,Idaho,36,shig,2017,0
13921,52,Montana,10,shig,2017,0
13922,52,Nevada,98,shig,2017,1
13923,52,New Mexico,131,shig,2017,0
13924,52,Utah,44,shig,2017,1
13925,52,Wyoming,6,shig,2017,0
13926,52,Pacific,3069,shig,2017,319
13928,52,California,2613,shig,2017,28
13930,52,Oregon,127,shig,2017,4
13931,52,Washington,285,shig,2017,285
13932,52,American Samoa,0,shig,2017,0
13933,52,Commonwealth of Northern Mariana Islands,0,shig,2017,0
13935,52,Puerto Rico,20,shig,2017,1
13936,52,U.S. Virgin Islands,0,shig,2017,0
13401,51,United States,11039,crypto,2017,168
13402,51,New England,421,crypto,2017,5
13403,51,Connecticut,72,crypto,2017,2
13404,51,Maine,45,crypto,2017,1
13405,51,Massachusetts,151,crypto,2017,0
13406,51,New Hampshire,72,crypto,2017,1
13407,51,Rhode Island,32,crypto,2017,0
13408,51,Vermont,49,crypto,2017,1
13409,51,Middle Atlantic,964,crypto,2017,11
13410,51,New Jersey,132,crypto,2017,0
13411,51,New York (excluding New York City),270,crypto,2017,4
13412,51,New York City,161,crypto,2017,2
13413,51,Pennsylvania,401,crypto,2017,5
13414,51,East North Central,2335,crypto,2017,36
13415,51,Illinois,332,crypto,2017,4
13416,51,Indiana,223,crypto,2017,4
13417,51,Michigan,416,crypto,2017,6
13418,51,Ohio,645,crypto,2017,15
13419,51,Wisconsin,719,crypto,2017,7
13420,51,West North Central,1877,crypto,2017,18
13421,51,Iowa,534,crypto,2017,5
13422,51,Kansas,127,crypto,2017,2
13423,51,Minnesota,478,crypto,2017,4
13424,51,Missouri,331,crypto,2017,5
13425,51,Nebraska,202,crypto,2017,2
13426,51,North Dakota,42,crypto,2017,0
13427,51,South Dakota,163,crypto,2017,0
13428,51,South Atlantic,1655,crypto,2017,29
13429,51,Delaware,36,crypto,2017,1
13430,51,District of Columbia,43,crypto,2017,0
13431,51,Florida,546,crypto,2017,12
13432,51,Georgia,341,crypto,2017,5
13433,51,Maryland,99,crypto,2017,1
13434,51,North Carolina,209,crypto,2017,2
13435,51,South Carolina,112,crypto,2017,1
13436,51,Virginia,217,crypto,2017,6
13437,51,West Virginia,52,crypto,2017,1
13438,51,East South Central,543,crypto,2017,16
13439,51,Alabama,188,crypto,2017,7
13440,51,Kentucky,91,crypto,2017,0
13441,51,Mississippi,61,crypto,2017,0
13442,51,Tennessee,203,crypto,2017,9
13443,51,West South Central,1520,crypto,2017,21
13444,51,Arkansas,130,crypto,2017,3
13445,51,Louisiana,143,crypto,2017,5
13446,51,Oklahoma,155,crypto,2017,0
13447,51,Texas,1092,crypto,2017,13
13448,51,Mountain,785,crypto,2017,9
13449,51,Arizona,112,crypto,2017,4
13450,51,Colorado,198,crypto,2017,2
13451,51,Idaho,94,crypto,2017,1
13452,51,Montana,70,crypto,2017,0
13453,51,Nevada,42,crypto,2017,0
13454,51,New Mexico,122,crypto,2017,0
13455,51,Utah,124,crypto,2017,2
13456,51,Wyoming,23,crypto,2017,0
13457,51,Pacific,939,crypto,2017,23
13459,51,California,629,crypto,2017,15
13461,51,Oregon,286,crypto,2017,8
13462,51,Washington,0,crypto,2017,0
13464,51,Commonwealth of Northern Mariana Islands,0,crypto,2017,0
13466,51,Puerto Rico,0,crypto,2017,0
13467,51,U.S. Virgin Islands,0,crypto,2017,0
13602,51,United States,8236,stec,2017,124
13603,51,New England,322,stec,2017,6
13604,51,Connecticut,73,stec,2017,2
13605,51,Maine,34,stec,2017,0
13606,51,Massachusetts,136,stec,2017,3
13607,51,New Hampshire,43,stec,2017,1
13608,51,Rhode Island,14,stec,2017,0
13609,51,Vermont,22,stec,2017,0
13610,51,Middle Atlantic,663,stec,2017,7
13611,51,New Jersey,128,stec,2017,2
13612,51,New York (excluding New York City),221,stec,2017,3
13613,51,New York City,115,stec,2017,0
13614,51,Pennsylvania,199,stec,2017,2
13615,51,East North Central,973,stec,2017,15
13616,51,Illinois,211,stec,2017,2
13617,51,Indiana,116,stec,2017,2
13618,51,Michigan,146,stec,2017,3
13619,51,Ohio,279,stec,2017,6
13620,51,Wisconsin,221,stec,2017,2
13621,51,West North Central,1511,stec,2017,20
13622,51,Iowa,276,stec,2017,5
13623,51,Kansas,139,stec,2017,0
13624,51,Minnesota,524,stec,2017,6
13625,51,Missouri,290,stec,2017,8
13626,51,Nebraska,151,stec,2017,0
13627,51,North Dakota,40,stec,2017,1
13628,51,South Dakota,91,stec,2017,0
13629,51,South Atlantic,745,stec,2017,16
13630,51,Delaware,11,stec,2017,0
13631,51,District of Columbia,9,stec,2017,0
13632,51,Florida,185,stec,2017,7
13633,51,Georgia,137,stec,2017,0
13634,51,Maryland,81,stec,2017,3
13635,51,North Carolina,78,stec,2017,1
13636,51,South Carolina,42,stec,2017,0
13637,51,Virginia,174,stec,2017,4
13638,51,West Virginia,28,stec,2017,1
13639,51,East South Central,299,stec,2017,3
13640,51,Alabama,30,stec,2017,1
13641,51,Kentucky,57,stec,2017,0
13642,51,Mississippi,28,stec,2017,1
13643,51,Tennessee,184,stec,2017,1
13644,51,West South Central,1286,stec,2017,32
13645,51,Arkansas,80,stec,2017,1
13646,51,Louisiana,41,stec,2017,0
13647,51,Oklahoma,96,stec,2017,4
13648,51,Texas,1069,stec,2017,27
13649,51,Mountain,918,stec,2017,12
13650,51,Arizona,165,stec,2017,1
13651,51,Colorado,273,stec,2017,4
13652,51,Idaho,130,stec,2017,2
13653,51,Montana,97,stec,2017,1
13654,51,Nevada,49,stec,2017,2
13655,51,New Mexico,42,stec,2017,0
13656,51,Utah,138,stec,2017,1
13657,51,Wyoming,24,stec,2017,1
13658,51,Pacific,1519,stec,2017,13
13660,51,California,1281,stec,2017,9
13662,51,Oregon,208,stec,2017,4
13663,51,Washington,0,stec,2017,0
13664,51,American Samoa,0,stec,2017,0
13665,51,Commonwealth of Northern Mariana Islands,0,stec,2017,0
13667,51,Puerto Rico,3,stec,2017,0
13668,51,U.S. Virgin Islands,0,stec,2017,0
13468,51,United States,14262,grd,2017,246
13469,51,New England,1047,grd,2017,12
13470,51,Connecticut,219,grd,2017,2
13471,51,Maine,127,grd,2017,2
13472,51,Massachusetts,546,grd,2017,6
13473,51,New Hampshire,113,grd,2017,1
13474,51,Rhode Island,42,grd,2017,1
13476,51,Middle Atlantic,2713,grd,2017,56
13477,51,New Jersey,373,grd,2017,9
13478,51,New York (excluding New York City),837,grd,2017,19
13479,51,New York City,959,grd,2017,21
13480,51,Pennsylvania,544,grd,2017,7
13481,51,East North Central,1811,grd,2017,17
13483,51,Indiana,190,grd,2017,3
13484,51,Michigan,553,grd,2017,3
13485,51,Ohio,398,grd,2017,2
13486,51,Wisconsin,670,grd,2017,9
13487,51,West North Central,1515,grd,2017,29
13488,51,Iowa,269,grd,2017,6
13489,51,Kansas,102,grd,2017,0
13490,51,Minnesota,639,grd,2017,10
13491,51,Missouri,240,grd,2017,6
13492,51,Nebraska,130,grd,2017,5
13493,51,North Dakota,35,grd,2017,0
13494,51,South Dakota,100,grd,2017,2
13495,51,South Atlantic,2335,grd,2017,42
13496,51,Delaware,29,grd,2017,0
13497,51,District of Columbia,54,grd,2017,1
13498,51,Florida,982,grd,2017,18
13499,51,Georgia,596,grd,2017,15
13500,51,Maryland,167,grd,2017,1
13501,51,North Carolina,0,grd,2017,0
13502,51,South Carolina,153,grd,2017,1
13503,51,Virginia,253,grd,2017,5
13504,51,West Virginia,101,grd,2017,1
13505,51,East South Central,189,grd,2017,6
13506,51,Alabama,189,grd,2017,6
13510,51,West South Central,362,grd,2017,10
13511,51,Arkansas,143,grd,2017,2
13512,51,Louisiana,219,grd,2017,8
13515,51,Mountain,1303,grd,2017,18
13516,51,Arizona,143,grd,2017,1
13517,51,Colorado,506,grd,2017,10
13518,51,Idaho,159,grd,2017,1
13519,51,Montana,122,grd,2017,0
13520,51,Nevada,46,grd,2017,0
13521,51,New Mexico,80,grd,2017,2
13522,51,Utah,203,grd,2017,3
13523,51,Wyoming,44,grd,2017,1
13524,51,Pacific,2987,grd,2017,56
13526,51,California,2508,grd,2017,47
13528,51,Oregon,336,grd,2017,8
13529,51,Washington,0,grd,2017,0
13530,51,American Samoa,0,grd,2017,0
13531,51,Commonwealth of Northern Mariana Islands,0,grd,2017,0
13533,51,Puerto Rico,22,grd,2017,0
13534,51,U.S. Virgin Islands,0,grd,2017,0
13535,51,United States,7295,lgn,2017,86
13536,51,New England,461,lgn,2017,11
13537,51,Connecticut,119,lgn,2017,2
13538,51,Maine,15,lgn,2017,0
13539,51,Massachusetts,200,lgn,2017,2
13540,51,New Hampshire,63,lgn,2017,0
13541,51,Rhode Island,42,lgn,2017,7
13542,51,Vermont,22,lgn,2017,0
13543,51,Middle Atlantic,1754,lgn,2017,24
13544,51,New Jersey,248,lgn,2017,4
13545,51,New York (excluding New York City),574,lgn,2017,11
13546,51,New York City,433,lgn,2017,3
13547,51,Pennsylvania,499,lgn,2017,6
13548,51,East North Central,1636,lgn,2017,18
13549,51,Illinois,332,lgn,2017,4
13550,51,Indiana,194,lgn,2017,1
13551,51,Michigan,346,lgn,2017,8
13552,51,Ohio,589,lgn,2017,4
13553,51,Wisconsin,175,lgn,2017,1
13554,51,West North Central,354,lgn,2017,2
13555,51,Iowa,35,lgn,2017,0
13556,51,Kansas,34,lgn,2017,0
13557,51,Minnesota,96,lgn,2017,1
13558,51,Missouri,138,lgn,2017,0
13559,51,Nebraska,29,lgn,2017,1
13560,51,North Dakota,7,lgn,2017,0
13561,51,South Dakota,15,lgn,2017,0
13562,51,South Atlantic,1355,lgn,2017,8
13563,51,Delaware,34,lgn,2017,0
13564,51,District of Columbia,46,lgn,2017,1
13565,51,Florida,427,lgn,2017,3
13566,51,Georgia,158,lgn,2017,1
13567,51,Maryland,186,lgn,2017,0
13568,51,North Carolina,207,lgn,2017,1
13569,51,South Carolina,55,lgn,2017,1
13570,51,Virginia,193,lgn,2017,0
13571,51,West Virginia,49,lgn,2017,1
13572,51,East South Central,441,lgn,2017,3
13573,51,Alabama,66,lgn,2017,1
13574,51,Kentucky,116,lgn,2017,1
13575,51,Mississippi,52,lgn,2017,1
13576,51,Tennessee,207,lgn,2017,0
13577,51,West South Central,466,lgn,2017,9
13578,51,Arkansas,55,lgn,2017,1
13579,51,Louisiana,48,lgn,2017,3
13580,51,Oklahoma,59,lgn,2017,0
13581,51,Texas,304,lgn,2017,5
13582,51,Mountain,248,lgn,2017,4
13583,51,Arizona,72,lgn,2017,1
13584,51,Colorado,81,lgn,2017,2
13585,51,Idaho,12,lgn,2017,0
13586,51,Montana,17,lgn,2017,0
13587,51,Nevada,14,lgn,2017,0
13588,51,New Mexico,13,lgn,2017,0
13589,51,Utah,32,lgn,2017,1
13590,51,Wyoming,7,lgn,2017,0
13591,51,Pacific,580,lgn,2017,7
13593,51,California,531,lgn,2017,6
13595,51,Oregon,35,lgn,2017,1
13596,51,Washington,0,lgn,2017,0
13598,51,Commonwealth of Northern Mariana Islands,0,lgn,2017,0
13600,51,Puerto Rico,3,lgn,2017,0
13601,51,U.S. Virgin Islands,0,lgn,2017,0
13602,51,United States,14256,shig,2017,246
13603,51,New England,343,shig,2017,5
13604,51,Connecticut,75,shig,2017,1
13605,51,Maine,13,shig,2017,0
13606,51,Massachusetts,185,shig,2017,4
13607,51,New Hampshire,12,shig,2017,0
13608,51,Rhode Island,41,shig,2017,0
13609,51,Vermont,17,shig,2017,0
13610,51,Middle Atlantic,1315,shig,2017,21
13611,51,New Jersey,332,shig,2017,7
13612,51,New York (excluding New York City),272,shig,2017,5
13613,51,New York City,444,shig,2017,8
13614,51,Pennsylvania,267,shig,2017,1
13615,51,East North Central,1828,shig,2017,20
13616,51,Illinois,352,shig,2017,6
13617,51,Indiana,152,shig,2017,1
13618,51,Michigan,453,shig,2017,1
13619,51,Ohio,609,shig,2017,9
13620,51,Wisconsin,262,shig,2017,3
13621,51,West North Central,1020,shig,2017,28
13622,51,Iowa,172,shig,2017,6
13623,51,Kansas,221,shig,2017,11
13624,51,Minnesota,145,shig,2017,1
13625,51,Missouri,420,shig,2017,10
13626,51,Nebraska,31,shig,2017,0
13627,51,North Dakota,2,shig,2017,0
13628,51,South Dakota,29,shig,2017,0
13629,51,South Atlantic,2905,shig,2017,43
13630,51,Delaware,33,shig,2017,0
13631,51,District of Columbia,65,shig,2017,1
13632,51,Florida,1275,shig,2017,20
13633,51,Georgia,400,shig,2017,7
13634,51,Maryland,238,shig,2017,2
13635,51,North Carolina,289,shig,2017,3
13636,51,South Carolina,383,shig,2017,7
13637,51,Virginia,198,shig,2017,2
13638,51,West Virginia,24,shig,2017,1
13639,51,East South Central,995,shig,2017,35
13640,51,Alabama,240,shig,2017,20
13641,51,Kentucky,274,shig,2017,1
13642,51,Mississippi,178,shig,2017,3
13643,51,Tennessee,303,shig,2017,11
13644,51,West South Central,2053,shig,2017,28
13645,51,Arkansas,240,shig,2017,0
13646,51,Louisiana,256,shig,2017,3
13647,51,Oklahoma,122,shig,2017,0
13648,51,Texas,1435,shig,2017,25
13649,51,Mountain,1047,shig,2017,11
13650,51,Arizona,551,shig,2017,6
13651,51,Colorado,173,shig,2017,3
13652,51,Idaho,36,shig,2017,0
13653,51,Montana,10,shig,2017,0
13654,51,Nevada,97,shig,2017,0
13655,51,New Mexico,131,shig,2017,1
13656,51,Utah,43,shig,2017,1
13657,51,Wyoming,6,shig,2017,0
13658,51,Pacific,2750,shig,2017,55
13660,51,California,2585,shig,2017,53
13662,51,Oregon,123,shig,2017,1
13663,51,Washington,0,shig,2017,0
13664,51,American Samoa,0,shig,2017,0
13665,51,Commonwealth of Northern Mariana Islands,0,shig,2017,0
13667,51,Puerto Rico,19,shig,2017,0
13668,51,U.S. Virgin Islands,0,shig,2017,0
13133,50,United States,10871,crypto,2017,172
13134,50,New England,416,crypto,2017,10
13135,50,Connecticut,70,crypto,2017,0
13136,50,Maine,44,crypto,2017,1
13137,50,Massachusetts,151,crypto,2017,1
13138,50,New Hampshire,71,crypto,2017,6
13139,50,Rhode Island,32,crypto,2017,0
13140,50,Vermont,48,crypto,2017,2
13141,50,Middle Atlantic,953,crypto,2017,12
13142,50,New Jersey,132,crypto,2017,1
13143,50,New York (excluding New York City),266,crypto,2017,4
13144,50,New York City,159,crypto,2017,1
13145,50,Pennsylvania,396,crypto,2017,6
13146,50,East North Central,2299,crypto,2017,23
13147,50,Illinois,328,crypto,2017,2
13148,50,Indiana,219,crypto,2017,6
13149,50,Michigan,410,crypto,2017,2
13150,50,Ohio,630,crypto,2017,8
13151,50,Wisconsin,712,crypto,2017,5
13152,50,West North Central,1859,crypto,2017,22
13153,50,Iowa,529,crypto,2017,3
13154,50,Kansas,125,crypto,2017,1
13155,50,Minnesota,474,crypto,2017,7
13156,50,Missouri,326,crypto,2017,6
13157,50,Nebraska,200,crypto,2017,5
13158,50,North Dakota,42,crypto,2017,0
13159,50,South Dakota,163,crypto,2017,0
13160,50,South Atlantic,1626,crypto,2017,41
13161,50,Delaware,35,crypto,2017,1
13162,50,District of Columbia,43,crypto,2017,0
