rowid,week,location,pathogen,year,num_cases,current_week
13870,52,UNITED STATES,lgn,1997,1102,40
13871,52,NEW ENGLAND,lgn,1997,87,3
13872,52,Maine,lgn,1997,3,0
13873,52,N.H.,lgn,1997,7,0
13874,52,Vt.,lgn,1997,13,0
13875,52,Mass.,lgn,1997,31,2
13876,52,R.I.,lgn,1997,15,0
13877,52,Conn.,lgn,1997,18,1
13878,52,MID. ATLANTIC,lgn,1997,248,8
13879,52,Upstate N.Y.,lgn,1997,79,5
13880,52,N.Y. City,lgn,1997,27,1
13881,52,N.J.,lgn,1997,30,0
13882,52,Pa.,lgn,1997,112,2
13883,52,E.N. CENTRAL,lgn,1997,347,2
13884,52,Ohio,lgn,1997,120,1
13885,52,Ind.,lgn,1997,57,0
13886,52,Ill.,lgn,1997,35,0
13887,52,Mich.,lgn,1997,91,0
13888,52,Wis.,lgn,1997,44,1
13889,52,W.N. CENTRAL,lgn,1997,60,3
13890,52,Minn.,lgn,1997,3,0
13891,52,Iowa,lgn,1997,9,0
13892,52,Mo.,lgn,1997,24,3
13893,52,N. Dak.,lgn,1997,2,0
13894,52,S. Dak.,lgn,1997,2,0
13895,52,Nebr.,lgn,1997,15,0
13896,52,Kans.,lgn,1997,5,0
13897,52,S. ATLANTIC,lgn,1997,135,9
13898,52,Del.,lgn,1997,13,0
13899,52,Md.,lgn,1997,23,0
13900,52,D.C.,lgn,1997,5,1
13901,52,Va.,lgn,1997,27,0
13903,52,N.C.,lgn,1997,14,0
13904,52,S.C.,lgn,1997,8,0
13905,52,Ga.,lgn,1997,2,0
13906,52,Fla.,lgn,1997,43,8
13907,52,E.S. CENTRAL,lgn,1997,55,0
13908,52,Ky.,lgn,1997,11,0
13909,52,Tenn.,lgn,1997,33,0
13910,52,Ala.,lgn,1997,4,0
13911,52,Miss.,lgn,1997,7,0
13912,52,W.S. CENTRAL,lgn,1997,35,1
13913,52,Ark.,lgn,1997,2,0
13914,52,La.,lgn,1997,7,1
13915,52,Okla.,lgn,1997,3,0
13916,52,Tex.,lgn,1997,23,0
13917,52,MOUNTAIN,lgn,1997,63,1
13918,52,Mont.,lgn,1997,1,0
13919,52,Idaho,lgn,1997,2,0
13920,52,Wyo.,lgn,1997,1,0
13921,52,Colo.,lgn,1997,19,1
13922,52,N. Mex.,lgn,1997,3,0
13923,52,Ariz.,lgn,1997,12,0
13924,52,Utah,lgn,1997,18,0
13925,52,Nev.,lgn,1997,7,0
13926,52,PACIFIC,lgn,1997,72,13
13927,52,Wash.,lgn,1997,10,1
13928,52,Oreg.,lgn,1997,0,0
13929,52,Calif.,lgn,1997,61,12
6902,52,UNITED STATES,ecoli,1997,3822,50
6903,52,NEW ENGLAND,ecoli,1997,327,5
6904,52,Maine,ecoli,1997,17,0
6905,52,N.H.,ecoli,1997,29,0
6906,52,Vt.,ecoli,1997,11,0
6907,52,Mass.,ecoli,1997,202,5
6908,52,R.I.,ecoli,1997,10,0
6909,52,Conn.,ecoli,1997,58,0
6910,52,MID. ATLANTIC,ecoli,1997,193,0
6911,52,Upstate N.Y.,ecoli,1997,97,0
6912,52,N.Y. City,ecoli,1997,23,0
6913,52,N.J.,ecoli,1997,54,0
6915,52,E.N. CENTRAL,ecoli,1997,685,7
6916,52,Ohio,ecoli,1997,160,1
6917,52,Ind.,ecoli,1997,127,0
6918,52,Ill.,ecoli,1997,101,2
6919,52,Mich.,ecoli,1997,249,0
6921,52,W.N. CENTRAL,ecoli,1997,920,5
6922,52,Minn.,ecoli,1997,417,3
6923,52,Iowa,ecoli,1997,193,1
6924,52,Mo.,ecoli,1997,124,0
6925,52,N. Dak.,ecoli,1997,27,0
6926,52,S. Dak.,ecoli,1997,60,0
6927,52,Nebr.,ecoli,1997,61,1
6928,52,Kans.,ecoli,1997,38,0
6929,52,S. ATLANTIC,ecoli,1997,349,0
6930,52,Del.,ecoli,1997,9,0
6931,52,Md.,ecoli,1997,39,0
6932,52,D.C.,ecoli,1997,2,0
6935,52,N.C.,ecoli,1997,112,0
6936,52,S.C.,ecoli,1997,21,0
6937,52,Ga.,ecoli,1997,41,0
6938,52,Fla.,ecoli,1997,75,0
6939,52,E.S. CENTRAL,ecoli,1997,134,0
6940,52,Ky.,ecoli,1997,30,0
6941,52,Tenn.,ecoli,1997,85,0
6942,52,Ala.,ecoli,1997,15,0
6943,52,Miss.,ecoli,1997,4,0
6944,52,W.S. CENTRAL,ecoli,1997,97,11
6945,52,Ark.,ecoli,1997,15,1
6946,52,La.,ecoli,1997,19,9
6947,52,Okla.,ecoli,1997,18,1
6948,52,Tex.,ecoli,1997,45,0
6949,52,MOUNTAIN,ecoli,1997,371,1
6950,52,Mont.,ecoli,1997,24,0
6951,52,Idaho,ecoli,1997,61,1
6952,52,Wyo.,ecoli,1997,29,0
6953,52,Colo.,ecoli,1997,140,0
6954,52,N. Mex.,ecoli,1997,7,0
6956,52,Utah,ecoli,1997,59,0
6957,52,Nev.,ecoli,1997,21,0
6958,52,PACIFIC,ecoli,1997,741,20
6959,52,Wash.,ecoli,1997,261,12
6960,52,Oreg.,ecoli,1997,179,3
6961,52,Calif.,ecoli,1997,277,5
13803,51,UNITED STATES,lgn,1997,1062,31
13804,51,NEW ENGLAND,lgn,1997,84,3
13805,51,Maine,lgn,1997,3,0
13806,51,N.H.,lgn,1997,7,0
13807,51,Vt.,lgn,1997,13,0
13808,51,Mass.,lgn,1997,29,1
13809,51,R.I.,lgn,1997,15,2
13810,51,Conn.,lgn,1997,17,0
13811,51,MID. ATLANTIC,lgn,1997,240,9
13812,51,Upstate N.Y.,lgn,1997,74,1
13813,51,N.Y. City,lgn,1997,26,2
13814,51,N.J.,lgn,1997,30,0
13815,51,Pa.,lgn,1997,110,6
13816,51,E.N. CENTRAL,lgn,1997,345,10
13817,51,Ohio,lgn,1997,119,2
13818,51,Ind.,lgn,1997,57,1
13819,51,Ill.,lgn,1997,35,1
13820,51,Mich.,lgn,1997,91,3
13821,51,Wis.,lgn,1997,43,3
13822,51,W.N. CENTRAL,lgn,1997,57,0
13823,51,Minn.,lgn,1997,3,0
13824,51,Iowa,lgn,1997,9,0
13825,51,Mo.,lgn,1997,21,0
13826,51,N. Dak.,lgn,1997,2,0
13827,51,S. Dak.,lgn,1997,2,0
13828,51,Nebr.,lgn,1997,15,0
13829,51,Kans.,lgn,1997,5,0
13830,51,S. ATLANTIC,lgn,1997,126,6
13831,51,Del.,lgn,1997,13,1
13832,51,Md.,lgn,1997,23,1
