year,week,pathogen,num_cases,current_week,state
1996,52,ecoli,4383,21,US
1996,52,ecoli,543,1,NE
1996,52,ecoli,269,2,MIDATL
1996,52,ecoli,1010,3,ENC
1996,52,ecoli,964,2,WNC
1996,52,ecoli,58,0,NE
1996,52,ecoli,217,3,SATL
1996,52,ecoli,140,0,ESC
1996,52,ecoli,96,1,WSC
1996,52,ecoli,335,3,MTN
1996,52,ecoli,809,6,PAC
1996,51,ecoli,4362,145,US
1996,51,ecoli,542,9,NE
1996,51,ecoli,267,3,MIDATL
1996,51,ecoli,1007,22,ENC
1996,51,ecoli,962,14,WNC
1996,51,ecoli,58,2,NE
1996,51,ecoli,214,10,SATL
1996,51,ecoli,140,3,ESC
1996,51,ecoli,95,5,WSC
1996,51,ecoli,332,10,MTN
1996,51,ecoli,803,69,PAC
1996,50,ecoli,4217,69,US
1996,50,ecoli,533,4,NE
1996,50,ecoli,264,3,MIDATL
1996,50,ecoli,985,5,ENC
1996,50,ecoli,948,21,WNC
1996,50,ecoli,56,0,NE
1996,50,ecoli,204,0,SATL
1996,50,ecoli,137,1,ESC
1996,50,ecoli,90,3,WSC
1996,50,ecoli,322,3,MTN
1996,50,ecoli,734,29,PAC
1996,49,ecoli,4148,53,US
1996,49,ecoli,529,5,NE
1996,49,ecoli,261,3,MIDATL
1996,49,ecoli,980,8,ENC
1996,49,ecoli,927,16,WNC
1996,49,ecoli,56,2,NE
1996,49,ecoli,204,3,SATL
1996,49,ecoli,136,1,ESC
1996,49,ecoli,87,2,WSC
1996,49,ecoli,319,3,MTN
1996,49,ecoli,705,12,PAC
1996,48,ecoli,4095,38,US
1996,48,ecoli,524,5,NE
1996,48,ecoli,258,2,MIDATL
1996,48,ecoli,972,7,ENC
1996,48,ecoli,911,4,WNC
1996,48,ecoli,54,0,NE
1996,48,ecoli,201,3,SATL
1996,48,ecoli,135,3,ESC
1996,48,ecoli,85,0,WSC
1996,48,ecoli,316,5,MTN
1996,48,ecoli,693,9,PAC
1996,47,ecoli,4057,211,US
1996,47,ecoli,519,115,NE
1996,47,ecoli,256,4,MIDATL
1996,47,ecoli,965,13,ENC
1996,47,ecoli,907,16,WNC
1996,47,ecoli,54,1,NE
1996,47,ecoli,198,3,SATL
1996,47,ecoli,132,4,ESC
1996,47,ecoli,85,1,WSC
1996,47,ecoli,311,10,MTN
1996,47,ecoli,684,45,PAC
1996,46,ecoli,3846,119,US
1996,46,ecoli,404,2,NE
1996,46,ecoli,252,1,MIDATL
1996,46,ecoli,952,48,ENC
1996,46,ecoli,891,7,WNC
1996,46,ecoli,53,0,NE
1996,46,ecoli,195,3,SATL
1996,46,ecoli,128,3,ESC
1996,46,ecoli,84,0,WSC
1996,46,ecoli,301,2,MTN
1996,46,ecoli,639,53,PAC
1996,45,ecoli,3727,159,US
1996,45,ecoli,402,8,NE
1996,45,ecoli,251,9,MIDATL
1996,45,ecoli,904,13,ENC
1996,45,ecoli,884,13,WNC
1996,45,ecoli,53,0,NE
1996,45,ecoli,192,7,SATL
1996,45,ecoli,125,8,ESC
1996,45,ecoli,84,3,WSC
1996,45,ecoli,299,12,MTN
1996,45,ecoli,586,86,PAC
1996,44,ecoli,3568,103,US
1996,44,ecoli,394,14,NE
1996,44,ecoli,242,0,MIDATL
1996,44,ecoli,891,16,ENC
1996,44,ecoli,871,18,WNC
1996,44,ecoli,53,0,NE
1996,44,ecoli,185,2,SATL
1996,44,ecoli,117,2,ESC
1996,44,ecoli,81,6,WSC
1996,44,ecoli,287,15,MTN
1996,44,ecoli,500,30,PAC
1996,43,ecoli,3465,73,US
1996,43,ecoli,380,3,NE
1996,43,ecoli,242,7,MIDATL
1996,43,ecoli,875,21,ENC
1996,43,ecoli,853,17,WNC
1996,43,ecoli,53,0,NE
1996,43,ecoli,183,4,SATL
1996,43,ecoli,115,6,ESC
1996,43,ecoli,75,1,WSC
1996,43,ecoli,272,3,MTN
1996,43,ecoli,470,11,PAC
1996,42,ecoli,3392,147,US
1996,42,ecoli,377,21,NE
1996,42,ecoli,235,11,MIDATL
1996,42,ecoli,854,24,ENC
1996,42,ecoli,836,59,WNC
1996,42,ecoli,53,4,NE
1996,42,ecoli,179,2,SATL
1996,42,ecoli,109,4,ESC
1996,42,ecoli,74,1,WSC
1996,42,ecoli,269,8,MTN
1996,42,ecoli,459,17,PAC
1996,41,ecoli,3245,105,US
1996,41,ecoli,356,12,NE
1996,41,ecoli,224,5,MIDATL
1996,41,ecoli,830,12,ENC
1996,41,ecoli,777,29,WNC
1996,41,ecoli,49,2,NE
1996,41,ecoli,177,7,SATL
1996,41,ecoli,105,2,ESC
1996,41,ecoli,73,19,WSC
1996,41,ecoli,261,5,MTN
1996,41,ecoli,442,14,PAC
1996,40,ecoli,3140,111,US
1996,40,ecoli,344,19,NE
1996,40,ecoli,219,10,MIDATL
1996,40,ecoli,818,21,ENC
1996,40,ecoli,748,15,WNC
1996,40,ecoli,47,2,NE
1996,40,ecoli,170,7,SATL
1996,40,ecoli,103,12,ESC
1996,40,ecoli,54,3,WSC
1996,40,ecoli,256,13,MTN
1996,40,ecoli,428,11,PAC
1996,39,ecoli,3029,249,US
1996,39,ecoli,325,15,NE
1996,39,ecoli,209,5,MIDATL
1996,39,ecoli,797,69,ENC
1996,39,ecoli,733,101,WNC
1996,39,ecoli,45,5,NE
1996,39,ecoli,163,8,SATL
1996,39,ecoli,91,11,ESC
1996,39,ecoli,51,1,WSC
1996,39,ecoli,243,24,MTN
1996,39,ecoli,417,15,PAC
1996,38,ecoli,2780,150,US
1996,38,ecoli,310,12,NE
1996,38,ecoli,204,16,MIDATL
1996,38,ecoli,728,22,ENC
1996,38,ecoli,632,52,WNC
1996,38,ecoli,40,4,NE
1996,38,ecoli,155,11,SATL
1996,38,ecoli,80,3,ESC
1996,38,ecoli,50,2,WSC
1996,38,ecoli,219,11,MTN
1996,38,ecoli,402,21,PAC
1996,37,ecoli,2630,180,US
1996,37,ecoli,298,12,NE
1996,37,ecoli,188,10,MIDATL
1996,37,ecoli,706,41,ENC
1996,37,ecoli,580,43,WNC
1996,37,ecoli,36,6,NE
1996,37,ecoli,144,9,SATL
1996,37,ecoli,77,0,ESC
1996,37,ecoli,48,0,WSC
1996,37,ecoli,208,22,MTN
1996,37,ecoli,381,43,PAC
1996,36,ecoli,2450,241,US
1996,36,ecoli,286,25,NE
1996,36,ecoli,178,19,MIDATL
1996,36,ecoli,665,119,ENC
1996,36,ecoli,537,19,WNC
1996,36,ecoli,30,0,NE
1996,36,ecoli,135,11,SATL
1996,36,ecoli,77,11,ESC
1996,36,ecoli,48,1,WSC
1996,36,ecoli,186,19,MTN
1996,36,ecoli,338,17,PAC
1996,35,ecoli,2209,131,US
1996,35,ecoli,261,8,NE
1996,35,ecoli,159,7,MIDATL
1996,35,ecoli,546,41,ENC
1996,35,ecoli,518,47,WNC
1996,35,ecoli,30,12,NE
1996,35,ecoli,124,8,SATL
1996,35,ecoli,66,1,ESC
1996,35,ecoli,47,0,WSC
1996,35,ecoli,167,7,MTN
1996,35,ecoli,321,12,PAC
1996,34,ecoli,2078,114,US
1996,34,ecoli,253,15,NE
1996,34,ecoli,152,0,MIDATL
1996,34,ecoli,505,43,ENC
1996,34,ecoli,471,12,WNC
1996,34,ecoli,18,-10,NE
1996,34,ecoli,116,0,SATL
1996,34,ecoli,65,1,ESC
1996,34,ecoli,47,3,WSC
1996,34,ecoli,160,5,MTN
1996,34,ecoli,309,35,PAC
1996,33,ecoli,1964,184,US
1996,33,ecoli,238,28,NE
1996,33,ecoli,152,3,MIDATL
1996,33,ecoli,462,39,ENC
1996,33,ecoli,459,28,WNC
1996,33,ecoli,28,4,NE
1996,33,ecoli,116,18,SATL
1996,33,ecoli,64,3,ESC
1996,33,ecoli,44,0,WSC
1996,33,ecoli,155,16,MTN
1996,33,ecoli,274,49,PAC
1996,32,ecoli,1780,283,US
1996,32,ecoli,210,32,NE
1996,32,ecoli,149,21,MIDATL
1996,32,ecoli,423,23,ENC
1996,32,ecoli,431,97,WNC
1996,32,ecoli,24,9,NE
1996,32,ecoli,98,27,SATL
1996,32,ecoli,61,13,ESC
1996,32,ecoli,44,5,WSC
1996,32,ecoli,139,30,MTN
1996,32,ecoli,225,35,PAC
1996,31,ecoli,1497,165,US
1996,31,ecoli,178,20,NE
1996,31,ecoli,128,12,MIDATL
1996,31,ecoli,400,43,ENC
1996,31,ecoli,334,49,WNC
1996,31,ecoli,15,3,NE
1996,31,ecoli,71,8,SATL
1996,31,ecoli,48,5,ESC
1996,31,ecoli,39,3,WSC
1996,31,ecoli,109,6,MTN
1996,31,ecoli,190,19,PAC
1996,30,ecoli,1332,122,US
1996,30,ecoli,158,23,NE
1996,30,ecoli,116,19,MIDATL
1996,30,ecoli,357,25,ENC
1996,30,ecoli,285,31,WNC
1996,30,ecoli,12,0,NE
1996,30,ecoli,63,3,SATL
1996,30,ecoli,43,3,ESC
1996,30,ecoli,36,2,WSC
1996,30,ecoli,103,11,MTN
1996,30,ecoli,171,5,PAC
1996,29,ecoli,1210,98,US
1996,29,ecoli,135,16,NE
1996,29,ecoli,97,10,MIDATL
1996,29,ecoli,332,19,ENC
1996,29,ecoli,254,24,WNC
1996,29,ecoli,12,0,NE
1996,29,ecoli,60,3,SATL
1996,29,ecoli,40,4,ESC
1996,29,ecoli,34,1,WSC
1996,29,ecoli,92,7,MTN
1996,29,ecoli,166,14,PAC
1996,28,ecoli,1112,170,US
1996,28,ecoli,119,15,NE
1996,28,ecoli,87,2,MIDATL
1996,28,ecoli,313,50,ENC
1996,28,ecoli,230,55,WNC
1996,28,ecoli,12,2,NE
1996,28,ecoli,57,11,SATL
1996,28,ecoli,36,2,ESC
1996,28,ecoli,33,3,WSC
1996,28,ecoli,85,10,MTN
1996,28,ecoli,152,22,PAC
1996,27,ecoli,942,96,US
1996,27,ecoli,104,12,NE
1996,27,ecoli,85,5,MIDATL
1996,27,ecoli,263,10,ENC
1996,27,ecoli,175,19,WNC
1996,27,ecoli,10,0,NE
1996,27,ecoli,46,3,SATL
1996,27,ecoli,34,2,ESC
1996,27,ecoli,30,1,WSC
1996,27,ecoli,75,8,MTN
1996,27,ecoli,130,36,PAC
1996,26,ecoli,846,82,US
1996,26,ecoli,92,10,NE
1996,26,ecoli,80,4,MIDATL
1996,26,ecoli,253,37,ENC
1996,26,ecoli,156,18,WNC
1996,26,ecoli,10,0,NE
1996,26,ecoli,43,7,SATL
1996,26,ecoli,32,1,ESC
1996,26,ecoli,29,0,WSC
1996,26,ecoli,67,2,MTN
1996,26,ecoli,94,3,PAC
1996,25,ecoli,764,73,US
1996,25,ecoli,82,21,NE
1996,25,ecoli,76,2,MIDATL
1996,25,ecoli,216,22,ENC
1996,25,ecoli,138,16,WNC
1996,25,ecoli,10,1,NE
1996,25,ecoli,36,3,SATL
1996,25,ecoli,31,1,ESC
1996,25,ecoli,29,0,WSC
1996,25,ecoli,65,6,MTN
1996,25,ecoli,91,2,PAC
1996,24,ecoli,691,103,US
1996,24,ecoli,61,9,NE
1996,24,ecoli,74,2,MIDATL
1996,24,ecoli,194,49,ENC
1996,24,ecoli,122,8,WNC
1996,24,ecoli,9,0,NE
1996,24,ecoli,33,7,SATL
1996,24,ecoli,30,5,ESC
1996,24,ecoli,29,12,WSC
1996,24,ecoli,59,5,MTN
1996,24,ecoli,89,6,PAC
1996,23,ecoli,588,52,US
1996,23,ecoli,52,3,NE
1996,23,ecoli,72,6,MIDATL
1996,23,ecoli,145,9,ENC
1996,23,ecoli,114,16,WNC
1996,23,ecoli,9,0,NE
1996,23,ecoli,26,1,SATL
1996,23,ecoli,25,10,ESC
1996,23,ecoli,17,1,WSC
1996,23,ecoli,54,1,MTN
1996,23,ecoli,83,5,PAC
1996,22,ecoli,536,42,US
1996,22,ecoli,49,1,NE
1996,22,ecoli,66,9,MIDATL
1996,22,ecoli,136,14,ENC
1996,22,ecoli,98,9,WNC
1996,22,ecoli,9,1,NE
1996,22,ecoli,25,0,SATL
1996,22,ecoli,15,0,ESC
1996,22,ecoli,16,0,WSC
1996,22,ecoli,53,0,MTN
1996,22,ecoli,78,9,PAC
1996,21,ecoli,494,45,US
1996,21,ecoli,48,3,NE
1996,21,ecoli,57,1,MIDATL
1996,21,ecoli,122,18,ENC
1996,21,ecoli,89,9,WNC
1996,21,ecoli,8,1,NE
1996,21,ecoli,25,5,SATL
1996,21,ecoli,15,2,ESC
1996,21,ecoli,16,0,WSC
1996,21,ecoli,53,2,MTN
1996,21,ecoli,69,5,PAC
1996,20,ecoli,449,33,US
1996,20,ecoli,45,2,NE
1996,20,ecoli,56,-6,MIDATL
1996,20,ecoli,104,13,ENC
1996,20,ecoli,80,16,WNC
1996,20,ecoli,7,3,NE
1996,20,ecoli,20,-1,SATL
1996,20,ecoli,13,0,ESC
1996,20,ecoli,16,1,WSC
1996,20,ecoli,51,1,MTN
1996,20,ecoli,64,7,PAC
1996,19,ecoli,416,36,US
1996,19,ecoli,43,0,NE
1996,19,ecoli,62,2,MIDATL
1996,19,ecoli,91,23,ENC
1996,19,ecoli,64,5,WNC
1996,19,ecoli,4,0,NE
1996,19,ecoli,21,1,SATL
1996,19,ecoli,13,0,ESC
1996,19,ecoli,15,0,WSC
1996,19,ecoli,50,4,MTN
1996,19,ecoli,57,1,PAC
1996,18,ecoli,380,27,US
1996,18,ecoli,43,0,NE
1996,18,ecoli,60,6,MIDATL
1996,18,ecoli,68,2,ENC
1996,18,ecoli,59,12,WNC
1996,18,ecoli,4,0,NE
1996,18,ecoli,20,0,SATL
1996,18,ecoli,13,0,ESC
1996,18,ecoli,15,0,WSC
1996,18,ecoli,46,7,MTN
1996,18,ecoli,56,0,PAC
1996,17,ecoli,353,20,US
1996,17,ecoli,43,1,NE
1996,17,ecoli,54,0,MIDATL
1996,17,ecoli,66,8,ENC
1996,17,ecoli,47,7,WNC
1996,17,ecoli,4,0,NE
1996,17,ecoli,20,3,SATL
1996,17,ecoli,13,0,ESC
1996,17,ecoli,15,0,WSC
1996,17,ecoli,39,0,MTN
1996,17,ecoli,56,1,PAC
1996,16,ecoli,333,42,US
1996,16,ecoli,42,15,NE
1996,16,ecoli,54,8,MIDATL
1996,16,ecoli,58,9,ENC
1996,16,ecoli,40,2,WNC
1996,16,ecoli,4,0,NE
1996,16,ecoli,17,0,SATL
1996,16,ecoli,13,1,ESC
1996,16,ecoli,15,2,WSC
1996,16,ecoli,39,0,MTN
1996,16,ecoli,55,5,PAC
1996,15,ecoli,291,28,US
1996,15,ecoli,27,0,NE
1996,15,ecoli,46,1,MIDATL
1996,15,ecoli,49,12,ENC
1996,15,ecoli,38,3,WNC
1996,15,ecoli,4,0,NE
1996,15,ecoli,17,2,SATL
1996,15,ecoli,12,0,ESC
1996,15,ecoli,13,1,WSC
1996,15,ecoli,39,7,MTN
1996,15,ecoli,50,2,PAC
1996,14,ecoli,263,39,US
1996,14,ecoli,27,2,NE
1996,14,ecoli,45,1,MIDATL
1996,14,ecoli,37,4,ENC
1996,14,ecoli,35,5,WNC
1996,14,ecoli,4,0,NE
1996,14,ecoli,15,1,SATL
1996,14,ecoli,12,4,ESC
1996,14,ecoli,12,4,WSC
1996,14,ecoli,32,4,MTN
1996,14,ecoli,48,14,PAC
1996,13,ecoli,224,33,US
1996,13,ecoli,25,2,NE
1996,13,ecoli,44,7,MIDATL
1996,13,ecoli,33,10,ENC
1996,13,ecoli,30,4,WNC
1996,13,ecoli,4,3,NE
1996,13,ecoli,14,3,SATL
1996,13,ecoli,8,2,ESC
1996,13,ecoli,8,1,WSC
1996,13,ecoli,28,2,MTN
1996,13,ecoli,34,2,PAC
1996,12,ecoli,191,24,US
1996,12,ecoli,23,4,NE
1996,12,ecoli,37,9,MIDATL
1996,12,ecoli,23,3,ENC
1996,12,ecoli,26,1,WNC
1996,12,ecoli,1,0,NE
1996,12,ecoli,11,0,SATL
1996,12,ecoli,6,0,ESC
1996,12,ecoli,7,0,WSC
1996,12,ecoli,26,4,MTN
1996,12,ecoli,32,3,PAC
1996,11,ecoli,167,17,US
1996,11,ecoli,19,2,NE
1996,11,ecoli,28,1,MIDATL
1996,11,ecoli,20,4,ENC
1996,11,ecoli,25,-1,WNC
1996,11,ecoli,1,-1,NE
1996,11,ecoli,11,1,SATL
1996,11,ecoli,6,0,ESC
1996,11,ecoli,7,1,WSC
1996,11,ecoli,22,5,MTN
1996,11,ecoli,29,4,PAC
1996,10,ecoli,150,20,US
1996,10,ecoli,17,1,NE
1996,10,ecoli,27,5,MIDATL
1996,10,ecoli,16,2,ENC
1996,10,ecoli,26,4,WNC
1996,10,ecoli,2,1,NE
1996,10,ecoli,10,0,SATL
1996,10,ecoli,6,1,ESC
1996,10,ecoli,6,0,WSC
1996,10,ecoli,17,6,MTN
1996,10,ecoli,25,1,PAC
1996,9,ecoli,130,24,US
1996,9,ecoli,16,0,NE
1996,9,ecoli,22,8,MIDATL
1996,9,ecoli,14,1,ENC
1996,9,ecoli,22,6,WNC
1996,9,ecoli,1,0,NE
1996,9,ecoli,10,1,SATL
1996,9,ecoli,5,0,ESC
1996,9,ecoli,6,2,WSC
1996,9,ecoli,11,2,MTN
1996,9,ecoli,24,4,PAC
1996,8,ecoli,106,9,US
1996,8,ecoli,16,-1,NE
1996,8,ecoli,14,3,MIDATL
1996,8,ecoli,13,1,ENC
1996,8,ecoli,16,0,WNC
1996,8,ecoli,1,0,NE
1996,8,ecoli,9,0,SATL
1996,8,ecoli,5,2,ESC
1996,8,ecoli,4,0,WSC
1996,8,ecoli,9,1,MTN
1996,8,ecoli,20,3,PAC
1996,7,ecoli,97,20,US
1996,7,ecoli,17,4,NE
1996,7,ecoli,11,4,MIDATL
1996,7,ecoli,12,0,ENC
1996,7,ecoli,16,5,WNC
1996,7,ecoli,1,1,NE
1996,7,ecoli,9,1,SATL
1996,7,ecoli,3,0,ESC
1996,7,ecoli,4,1,WSC
1996,7,ecoli,8,2,MTN
1996,7,ecoli,17,3,PAC
1996,6,ecoli,77,13,US
1996,6,ecoli,13,0,NE
1996,6,ecoli,7,1,MIDATL
1996,6,ecoli,12,3,ENC
1996,6,ecoli,11,1,WNC
1996,6,ecoli,0,0,NE
1996,6,ecoli,8,1,SATL
1996,6,ecoli,3,0,ESC
1996,6,ecoli,3,1,WSC
1996,6,ecoli,6,1,MTN
1996,6,ecoli,14,5,PAC
1996,5,ecoli,64,20,US
1996,5,ecoli,13,4,NE
1996,5,ecoli,6,5,MIDATL
1996,5,ecoli,9,3,ENC
1996,5,ecoli,10,3,WNC
1996,5,ecoli,0,0,NE
1996,5,ecoli,7,2,SATL
1996,5,ecoli,3,1,ESC
1996,5,ecoli,2,-3,WSC
1996,5,ecoli,5,1,MTN
1996,5,ecoli,9,4,PAC
1996,4,ecoli,44,26,US
1996,4,ecoli,9,4,NE
1996,4,ecoli,1,0,MIDATL
1996,4,ecoli,6,5,ENC
1996,4,ecoli,7,4,WNC
1996,4,ecoli,0,0,NE
1996,4,ecoli,5,3,SATL
1996,4,ecoli,2,0,ESC
1996,4,ecoli,5,4,WSC
1996,4,ecoli,4,2,MTN
1996,4,ecoli,5,4,PAC
1996,3,ecoli,18,9,US
1996,3,ecoli,5,1,NE
1996,3,ecoli,1,1,MIDATL
1996,3,ecoli,1,0,ENC
1996,3,ecoli,3,3,WNC
1996,3,ecoli,0,0,NE
1996,3,ecoli,2,1,SATL
1996,3,ecoli,2,1,ESC
1996,3,ecoli,1,0,WSC
1996,3,ecoli,2,1,MTN
1996,3,ecoli,1,1,PAC
1996,2,ecoli,9,4,US
1996,2,ecoli,4,1,NE
1996,2,ecoli,0,0,MIDATL
1996,2,ecoli,1,1,ENC
1996,2,ecoli,0,0,WNC
1996,2,ecoli,0,0,NE
1996,2,ecoli,1,0,SATL
1996,2,ecoli,1,1,ESC
1996,2,ecoli,1,1,WSC
1996,2,ecoli,1,0,MTN
1996,2,ecoli,0,0,PAC
1996,1,ecoli,5,5,US
1996,1,ecoli,3,3,NE
1996,1,ecoli,0,0,MIDATL
1996,1,ecoli,0,0,ENC
1996,1,ecoli,0,0,WNC
1996,1,ecoli,0,0,NE
1996,1,ecoli,1,1,SATL
1996,1,ecoli,0,0,ESC
1996,1,ecoli,0,0,WSC
1996,1,ecoli,1,1,MTN
1996,1,ecoli,0,0,PAC
1996,52,lgn,1198,91,US
1996,52,lgn,80,3,NE
1996,52,lgn,263,21,MIDATL
1996,52,lgn,360,7,ENC
1996,52,lgn,71,7,WNC
1996,52,lgn,18,1,NE
1996,52,lgn,197,29,SATL
1996,52,lgn,59,4,ESC
1996,52,lgn,53,12,WSC
1996,52,lgn,58,1,MTN
1996,52,lgn,57,7,PAC
1996,51,lgn,1107,44,US
1996,51,lgn,77,0,NE
1996,51,lgn,242,9,MIDATL
1996,51,lgn,353,7,ENC
1996,51,lgn,64,1,WNC
1996,51,lgn,17,1,NE
1996,51,lgn,168,7,SATL
1996,51,lgn,55,1,ESC
1996,51,lgn,41,17,WSC
1996,51,lgn,57,2,MTN
1996,51,lgn,50,0,PAC
1996,50,lgn,1063,26,US
1996,50,lgn,77,4,NE
1996,50,lgn,233,6,MIDATL
1996,50,lgn,346,6,ENC
1996,50,lgn,63,2,WNC
1996,50,lgn,16,1,NE
1996,50,lgn,161,2,SATL
1996,50,lgn,54,4,ESC
1996,50,lgn,24,1,WSC
1996,50,lgn,55,1,MTN
1996,50,lgn,50,0,PAC
1996,49,lgn,1037,23,US
1996,49,lgn,73,4,NE
1996,49,lgn,227,3,MIDATL
1996,49,lgn,340,10,ENC
1996,49,lgn,61,0,WNC
1996,49,lgn,15,0,NE
1996,49,lgn,159,2,SATL
1996,49,lgn,50,1,ESC
1996,49,lgn,23,0,WSC
1996,49,lgn,54,3,MTN
1996,49,lgn,50,0,PAC
1996,48,lgn,1014,21,US
1996,48,lgn,69,2,NE
1996,48,lgn,224,4,MIDATL
1996,48,lgn,330,9,ENC
1996,48,lgn,61,2,WNC
1996,48,lgn,15,0,NE
1996,48,lgn,157,3,SATL
1996,48,lgn,49,1,ESC
1996,48,lgn,23,0,WSC
1996,48,lgn,51,0,MTN
1996,48,lgn,50,0,PAC
1996,47,lgn,993,40,US
1996,47,lgn,67,2,NE
1996,47,lgn,220,12,MIDATL
1996,47,lgn,321,13,ENC
1996,47,lgn,59,4,WNC
1996,47,lgn,15,2,NE
1996,47,lgn,154,2,SATL
1996,47,lgn,48,1,ESC
1996,47,lgn,23,0,WSC
1996,47,lgn,51,5,MTN
1996,47,lgn,50,1,PAC
1996,46,lgn,953,28,US
1996,46,lgn,65,3,NE
1996,46,lgn,208,3,MIDATL
1996,46,lgn,308,9,ENC
1996,46,lgn,55,2,WNC
1996,46,lgn,13,1,NE
1996,46,lgn,152,7,SATL
1996,46,lgn,47,2,ESC
1996,46,lgn,23,1,WSC
1996,46,lgn,46,0,MTN
1996,46,lgn,49,1,PAC
1996,45,lgn,925,30,US
1996,45,lgn,62,0,NE
1996,45,lgn,205,3,MIDATL
1996,45,lgn,299,13,ENC
1996,45,lgn,53,1,WNC
1996,45,lgn,12,0,NE
1996,45,lgn,145,5,SATL
1996,45,lgn,45,2,ESC
1996,45,lgn,22,2,WSC
1996,45,lgn,46,2,MTN
1996,45,lgn,48,2,PAC
1996,44,lgn,895,36,US
1996,44,lgn,62,0,NE
1996,44,lgn,202,4,MIDATL
1996,44,lgn,286,19,ENC
1996,44,lgn,52,5,WNC
1996,44,lgn,12,0,NE
1996,44,lgn,140,3,SATL
1996,44,lgn,43,0,ESC
1996,44,lgn,20,1,WSC
1996,44,lgn,44,4,MTN
1996,44,lgn,46,0,PAC
1996,43,lgn,859,61,US
1996,43,lgn,62,5,NE
1996,43,lgn,198,3,MIDATL
1996,43,lgn,267,26,ENC
1996,43,lgn,47,3,WNC
1996,43,lgn,12,0,NE
1996,43,lgn,137,20,SATL
1996,43,lgn,43,0,ESC
1996,43,lgn,19,1,WSC
1996,43,lgn,40,2,MTN
1996,43,lgn,46,1,PAC
1996,42,lgn,798,45,US
1996,42,lgn,57,15,NE
1996,42,lgn,195,4,MIDATL
1996,42,lgn,241,12,ENC
1996,42,lgn,44,4,WNC
1996,42,lgn,12,1,NE
1996,42,lgn,117,8,SATL
1996,42,lgn,43,0,ESC
1996,42,lgn,18,0,WSC
1996,42,lgn,38,2,MTN
1996,42,lgn,45,0,PAC
1996,41,lgn,753,38,US
1996,41,lgn,42,1,NE
1996,41,lgn,191,14,MIDATL
1996,41,lgn,229,8,ENC
1996,41,lgn,40,2,WNC
1996,41,lgn,11,0,NE
1996,41,lgn,109,9,SATL
1996,41,lgn,43,2,ESC
1996,41,lgn,18,0,WSC
1996,41,lgn,36,1,MTN
1996,41,lgn,45,1,PAC
1996,40,lgn,715,32,US
1996,40,lgn,41,1,NE
1996,40,lgn,177,6,MIDATL
1996,40,lgn,221,7,ENC
1996,40,lgn,38,0,WNC
1996,40,lgn,11,0,NE
1996,40,lgn,100,12,SATL
1996,40,lgn,41,3,ESC
1996,40,lgn,18,0,WSC
1996,40,lgn,35,1,MTN
1996,40,lgn,44,2,PAC
1996,39,lgn,683,17,US
1996,39,lgn,40,1,NE
1996,39,lgn,171,4,MIDATL
1996,39,lgn,214,5,ENC
1996,39,lgn,38,1,WNC
1996,39,lgn,11,0,NE
1996,39,lgn,88,3,SATL
1996,39,lgn,38,1,ESC
1996,39,lgn,18,0,WSC
1996,39,lgn,34,0,MTN
1996,39,lgn,42,2,PAC
1996,38,lgn,666,31,US
1996,38,lgn,39,2,NE
1996,38,lgn,167,8,MIDATL
1996,38,lgn,209,11,ENC
1996,38,lgn,37,3,WNC
1996,38,lgn,11,0,NE
1996,38,lgn,85,2,SATL
1996,38,lgn,37,1,ESC
1996,38,lgn,18,1,WSC
1996,38,lgn,34,2,MTN
1996,38,lgn,40,1,PAC
1996,37,lgn,635,21,US
1996,37,lgn,37,3,NE
1996,37,lgn,159,7,MIDATL
1996,37,lgn,198,5,ENC
1996,37,lgn,34,2,WNC
1996,37,lgn,11,0,NE
1996,37,lgn,83,3,SATL
1996,37,lgn,36,1,ESC
1996,37,lgn,17,0,WSC
1996,37,lgn,32,0,MTN
1996,37,lgn,39,0,PAC
1996,36,lgn,614,28,US
1996,36,lgn,34,2,NE
1996,36,lgn,152,14,MIDATL
1996,36,lgn,193,4,ENC
1996,36,lgn,32,2,WNC
1996,36,lgn,11,0,NE
1996,36,lgn,80,3,SATL
1996,36,lgn,35,2,ESC
1996,36,lgn,17,0,WSC
1996,36,lgn,32,1,MTN
1996,36,lgn,39,0,PAC
1996,35,lgn,586,20,US
1996,35,lgn,32,2,NE
1996,35,lgn,138,5,MIDATL
1996,35,lgn,189,4,ENC
1996,35,lgn,30,2,WNC
1996,35,lgn,11,1,NE
1996,35,lgn,77,2,SATL
1996,35,lgn,33,2,ESC
1996,35,lgn,17,1,WSC
1996,35,lgn,31,0,MTN
1996,35,lgn,39,2,PAC
1996,34,lgn,566,51,US
1996,34,lgn,30,3,NE
1996,34,lgn,133,19,MIDATL
1996,34,lgn,185,15,ENC
1996,34,lgn,28,3,WNC
1996,34,lgn,10,1,NE
1996,34,lgn,75,4,SATL
1996,34,lgn,31,2,ESC
1996,34,lgn,16,0,WSC
1996,34,lgn,31,0,MTN
1996,34,lgn,37,5,PAC
1996,32,lgn,515,49,US
1996,32,lgn,27,2,NE
1996,32,lgn,114,8,MIDATL
1996,32,lgn,170,12,ENC
1996,32,lgn,25,2,WNC
1996,32,lgn,9,0,NE
1996,32,lgn,71,6,SATL
1996,32,lgn,29,2,ESC
1996,32,lgn,16,11,WSC
1996,32,lgn,31,5,MTN
1996,32,lgn,32,1,PAC
1996,31,lgn,466,18,US
1996,31,lgn,25,3,NE
