rowid,week,location,pathogen,year,num_cases,current_week
3418,52,UNITED STATES,crypto,2008,8744,66
3419,52,NEW ENGLAND,crypto,2008,390,1
3420,52,Conn.,crypto,2008,41,0
3421,52,Maine,crypto,2008,46,0
3422,52,Mass.,crypto,2008,170,1
3423,52,N.H.,crypto,2008,59,0
3424,52,R.I.,crypto,2008,10,0
3425,52,Vt.,crypto,2008,64,0
3426,52,MID. ATLANTIC,crypto,2008,741,13
3427,52,N.J.,crypto,2008,40,0
3428,52,N.Y. (Upstate),crypto,2008,269,8
3429,52,N.Y. City,crypto,2008,107,1
3430,52,Pa.,crypto,2008,325,4
3431,52,E.N. CENTRAL,crypto,2008,2134,9
3432,52,Ill.,crypto,2008,203,0
3433,52,Ind.,crypto,2008,186,0
3434,52,Mich.,crypto,2008,277,4
3435,52,Ohio,crypto,2008,682,0
3436,52,Wis.,crypto,2008,786,5
3437,52,W.N. CENTRAL,crypto,2008,977,7
3438,52,Iowa,crypto,2008,283,0
3439,52,Kans.,crypto,2008,84,1
3440,52,Minn.,crypto,2008,225,2
3441,52,Mo.,crypto,2008,179,2
3442,52,Nebr.,crypto,2008,113,1
3443,52,N. Dak.,crypto,2008,6,0
3444,52,S. Dak.,crypto,2008,87,1
3445,52,S. ATLANTIC,crypto,2008,1057,22
3446,52,Del.,crypto,2008,12,0
3447,52,D.C.,crypto,2008,15,0
3448,52,Fla.,crypto,2008,478,15
3449,52,Ga.,crypto,2008,260,2
3450,52,Md.,crypto,2008,53,0
3451,52,N.C.,crypto,2008,77,0
3452,52,S.C.,crypto,2008,56,1
3453,52,Va.,crypto,2008,81,4
3454,52,W. Va.,crypto,2008,25,0
3455,52,E.S. CENTRAL,crypto,2008,172,2
3456,52,Ala.,crypto,2008,74,1
3457,52,Ky.,crypto,2008,36,1
3458,52,Miss.,crypto,2008,17,0
3459,52,Tenn.,crypto,2008,45,0
3460,52,W.S. CENTRAL,crypto,2008,2274,4
3461,52,Ark.,crypto,2008,93,1
3462,52,La.,crypto,2008,67,1
3463,52,Okla.,crypto,2008,132,0
3464,52,Tex.,crypto,2008,1982,2
3465,52,MOUNTAIN,crypto,2008,575,3
3466,52,Ariz.,crypto,2008,89,0
3467,52,Colo.,crypto,2008,111,0
3468,52,Idaho,crypto,2008,71,1
3469,52,Mont.,crypto,2008,44,0
3470,52,Nev.,crypto,2008,17,0
3471,52,N. Mex.,crypto,2008,174,2
3472,52,Utah,crypto,2008,46,0
3473,52,Wyo.,crypto,2008,23,0
3474,52,PACIFIC,crypto,2008,424,5
3476,52,Calif.,crypto,2008,262,4
3478,52,Oreg.,crypto,2008,63,0
3479,52,Wash.,crypto,2008,94,1
13870,52,UNITED STATES,stec,2008,5054,86
13871,52,NEW ENGLAND,stec,2008,262,4
13872,52,Conn.,stec,2008,47,0
13873,52,Maine,stec,2008,26,2
13874,52,Mass.,stec,2008,116,0
13875,52,N.H.,stec,2008,33,2
13876,52,R.I.,stec,2008,10,0
13877,52,Vt.,stec,2008,30,0
13878,52,MID. ATLANTIC,stec,2008,470,8
13879,52,N.J.,stec,2008,135,0
13880,52,N.Y. (Upstate),stec,2008,187,8
13881,52,N.Y. City,stec,2008,55,0
13882,52,Pa.,stec,2008,93,0
13883,52,E.N. CENTRAL,stec,2008,866,8
13884,52,Ill.,stec,2008,133,0
13885,52,Ind.,stec,2008,93,0
13886,52,Mich.,stec,2008,217,3
13887,52,Ohio,stec,2008,201,3
13888,52,Wis.,stec,2008,222,2
13889,52,W.N. CENTRAL,stec,2008,800,5
13890,52,Iowa,stec,2008,205,0
13891,52,Kans.,stec,2008,51,1
13892,52,Minn.,stec,2008,188,0
13893,52,Mo.,stec,2008,151,0
13894,52,Nebr.,stec,2008,150,2
13895,52,N. Dak.,stec,2008,2,0
13896,52,S. Dak.,stec,2008,53,2
13897,52,S. ATLANTIC,stec,2008,814,24
13898,52,Del.,stec,2008,14,0
13899,52,D.C.,stec,2008,6,0
13900,52,Fla.,stec,2008,144,5
13901,52,Ga.,stec,2008,87,0
13902,52,Md.,stec,2008,125,1
13903,52,N.C.,stec,2008,121,0
13904,52,S.C.,stec,2008,45,2
13905,52,Va.,stec,2008,240,16
13906,52,W. Va.,stec,2008,32,0
13907,52,E.S. CENTRAL,stec,2008,283,2
13908,52,Ala.,stec,2008,63,0
13909,52,Ky.,stec,2008,100,0
13910,52,Miss.,stec,2008,5,0
13911,52,Tenn.,stec,2008,115,2
13912,52,W.S. CENTRAL,stec,2008,396,12
13913,52,Ark.,stec,2008,57,0
13914,52,La.,stec,2008,9,1
13915,52,Okla.,stec,2008,53,0
13916,52,Tex.,stec,2008,277,11
13917,52,MOUNTAIN,stec,2008,629,8
13918,52,Ariz.,stec,2008,67,2
13919,52,Colo.,stec,2008,202,1
13920,52,Idaho,stec,2008,149,2
13921,52,Mont.,stec,2008,38,2
13922,52,Nev.,stec,2008,19,0
13923,52,N. Mex.,stec,2008,52,1
13924,52,Utah,stec,2008,89,0
13925,52,Wyo.,stec,2008,13,0
13926,52,PACIFIC,stec,2008,534,15
13928,52,Calif.,stec,2008,267,12
13930,52,Oreg.,stec,2008,67,1
13931,52,Wash.,stec,2008,181,2
6902,52,UNITED STATES,grd,2008,18449,317
6903,52,NEW ENGLAND,grd,2008,1639,22
6904,52,Conn.,grd,2008,327,6
6905,52,Maine,grd,2008,187,2
6906,52,Mass.,grd,2008,669,8
6907,52,N.H.,grd,2008,160,1
6908,52,R.I.,grd,2008,90,2
6909,52,Vt.,grd,2008,206,3
6910,52,MID. ATLANTIC,grd,2008,3501,104
6911,52,N.J.,grd,2008,517,10
6912,52,N.Y. (Upstate),grd,2008,1282,81
6913,52,N.Y. City,grd,2008,838,5
6914,52,Pa.,grd,2008,864,8
6915,52,E.N. CENTRAL,grd,2008,2712,32
6916,52,Ill.,grd,2008,693,5
6918,52,Mich.,grd,2008,605,3
6919,52,Ohio,grd,2008,891,12
6920,52,Wis.,grd,2008,523,12
6921,52,W.N. CENTRAL,grd,2008,1965,11
6922,52,Iowa,grd,2008,320,0
6923,52,Kans.,grd,2008,159,0
6924,52,Minn.,grd,2008,665,0
6925,52,Mo.,grd,2008,461,7
6926,52,Nebr.,grd,2008,206,2
6927,52,N. Dak.,grd,2008,20,1
6928,52,S. Dak.,grd,2008,134,1
6929,52,S. ATLANTIC,grd,2008,3074,67
6930,52,Del.,grd,2008,42,0
6931,52,D.C.,grd,2008,71,3
6932,52,Fla.,grd,2008,1355,21
6933,52,Ga.,grd,2008,687,8
