rowid,week,location,pathogen,year,num_cases,current_week
8309,21,UNITED STATES,ecoli,1998,628,105
8310,21,NEW ENGLAND,ecoli,1998,74,9
8311,21,Maine,ecoli,1998,1,0
8312,21,N.H.,ecoli,1998,14,2
8313,21,Vt.,ecoli,1998,0,0
8314,21,Mass.,ecoli,1998,39,5
8315,21,R.I.,ecoli,1998,4,0
8316,21,Conn.,ecoli,1998,16,2
8317,21,MID. ATLANTIC,ecoli,1998,48,9
8318,21,Upstate N.Y.,ecoli,1998,30,8
8319,21,N.Y. City,ecoli,1998,7,1
8320,21,N.J.,ecoli,1998,10,0
8322,21,E.N. CENTRAL,ecoli,1998,106,29
8323,21,Ohio,ecoli,1998,29,10
8324,21,Ind.,ecoli,1998,29,12
8325,21,Ill.,ecoli,1998,18,0
8326,21,Mich.,ecoli,1998,22,4
8328,21,W.N. CENTRAL,ecoli,1998,79,8
8329,21,Minn.,ecoli,1998,34,2
8330,21,Iowa,ecoli,1998,6,3
8331,21,Mo.,ecoli,1998,20,0
8332,21,N. Dak.,ecoli,1998,2,0
8333,21,S. Dak.,ecoli,1998,1,0
8334,21,Nebr.,ecoli,1998,6,0
8335,21,Kans.,ecoli,1998,10,3
8336,21,S. ATLANTIC,ecoli,1998,46,1
8337,21,Del.,ecoli,1998,1,0
8338,21,Md.,ecoli,1998,14,0
8339,21,D.C.,ecoli,1998,1,1
8342,21,N.C.,ecoli,1998,9,0
8343,21,S.C.,ecoli,1998,1,0
8344,21,Ga.,ecoli,1998,2,0
8345,21,Fla.,ecoli,1998,10,0
8346,21,E.S. CENTRAL,ecoli,1998,38,4
8347,21,Ky.,ecoli,1998,7,1
8348,21,Tenn.,ecoli,1998,26,3
8349,21,Ala.,ecoli,1998,5,0
8350,21,Miss.,ecoli,1998,0,0
8351,21,W.S. CENTRAL,ecoli,1998,28,0
8352,21,Ark.,ecoli,1998,2,0
8353,21,La.,ecoli,1998,0,0
8354,21,Okla.,ecoli,1998,6,0
8355,21,Tex.,ecoli,1998,20,0
8356,21,MOUNTAIN,ecoli,1998,63,17
8357,21,Mont.,ecoli,1998,2,0
8358,21,Idaho,ecoli,1998,4,2
8359,21,Wyo.,ecoli,1998,0,0
8360,21,Colo.,ecoli,1998,16,7
8361,21,N. Mex.,ecoli,1998,14,3
8363,21,Utah,ecoli,1998,11,1
8364,21,Nev.,ecoli,1998,9,2
8365,21,PACIFIC,ecoli,1998,146,28
8366,21,Wash.,ecoli,1998,42,3
8367,21,Oreg.,ecoli,1998,44,4
8368,21,Calif.,ecoli,1998,57,21
8242,20,UNITED STATES,ecoli,1998,523,32
8243,20,NEW ENGLAND,ecoli,1998,65,3
8244,20,Maine,ecoli,1998,1,0
8245,20,N.H.,ecoli,1998,12,1
8246,20,Vt.,ecoli,1998,0,0
8247,20,Mass.,ecoli,1998,34,2
8248,20,R.I.,ecoli,1998,4,0
8249,20,Conn.,ecoli,1998,14,0
8250,20,MID. ATLANTIC,ecoli,1998,39,2
8251,20,Upstate N.Y.,ecoli,1998,22,1
8252,20,N.Y. City,ecoli,1998,6,0
8253,20,N.J.,ecoli,1998,10,1
8255,20,E.N. CENTRAL,ecoli,1998,77,3
8256,20,Ohio,ecoli,1998,19,0
8257,20,Ind.,ecoli,1998,17,0
8258,20,Ill.,ecoli,1998,18,3
8259,20,Mich.,ecoli,1998,18,0
8261,20,W.N. CENTRAL,ecoli,1998,71,4
8262,20,Minn.,ecoli,1998,32,3
8263,20,Iowa,ecoli,1998,3,1
8264,20,Mo.,ecoli,1998,20,0
8265,20,N. Dak.,ecoli,1998,2,0
8266,20,S. Dak.,ecoli,1998,1,0
8267,20,Nebr.,ecoli,1998,6,0
8268,20,Kans.,ecoli,1998,7,0
8269,20,S. ATLANTIC,ecoli,1998,45,3
8270,20,Del.,ecoli,1998,1,0
8271,20,Md.,ecoli,1998,14,0
8272,20,D.C.,ecoli,1998,0,0
8275,20,N.C.,ecoli,1998,9,0
8276,20,S.C.,ecoli,1998,1,0
8277,20,Ga.,ecoli,1998,2,0
8278,20,Fla.,ecoli,1998,10,3
8279,20,E.S. CENTRAL,ecoli,1998,34,3
8280,20,Ky.,ecoli,1998,6,1
8281,20,Tenn.,ecoli,1998,23,1
8282,20,Ala.,ecoli,1998,5,1
8283,20,Miss.,ecoli,1998,0,0
8284,20,W.S. CENTRAL,ecoli,1998,28,3
8285,20,Ark.,ecoli,1998,2,0
8286,20,La.,ecoli,1998,0,0
8287,20,Okla.,ecoli,1998,6,0
8288,20,Tex.,ecoli,1998,20,3
8289,20,MOUNTAIN,ecoli,1998,46,3
8290,20,Mont.,ecoli,1998,2,1
8291,20,Idaho,ecoli,1998,2,0
8292,20,Wyo.,ecoli,1998,0,0
8293,20,Colo.,ecoli,1998,9,1
8294,20,N. Mex.,ecoli,1998,11,0
8296,20,Utah,ecoli,1998,10,1
8297,20,Nev.,ecoli,1998,7,0
8298,20,PACIFIC,ecoli,1998,118,8
8299,20,Wash.,ecoli,1998,39,1
8300,20,Oreg.,ecoli,1998,40,1
8301,20,Calif.,ecoli,1998,36,6
8175,19,UNITED STATES,ecoli,1998,491,59
8176,19,NEW ENGLAND,ecoli,1998,62,7
8177,19,Maine,ecoli,1998,1,0
8178,19,N.H.,ecoli,1998,11,1
8179,19,Vt.,ecoli,1998,0,0
8180,19,Mass.,ecoli,1998,32,3
8181,19,R.I.,ecoli,1998,4,0
8182,19,Conn.,ecoli,1998,14,3
