rowid,week,location,num_cases,pathogen,year,current_week
15935,52,U.S. Residents excluding U.S. Territories,12533,crypto,2018,450
15936,52,New England,626,crypto,2018,9
15937,52,Connecticut,81,crypto,2018,4
15938,52,Maine,60,crypto,2018,1
15939,52,Massachusetts,242,crypto,2018,3
15940,52,New Hampshire,86,crypto,2018,0
15941,52,Rhode Island,90,crypto,2018,1
15942,52,Vermont,67,crypto,2018,0
15943,52,Middle Atlantic,1192,crypto,2018,32
15944,52,New Jersey,164,crypto,2018,5
15945,52,New York (excluding New York City),323,crypto,2018,15
15946,52,New York City,248,crypto,2018,7
15947,52,Pennsylvania,457,crypto,2018,5
15948,52,East North Central,2628,crypto,2018,33
15949,52,Illinois,425,crypto,2018,4
15950,52,Indiana,324,crypto,2018,6
15951,52,Michigan,378,crypto,2018,8
15952,52,Ohio,639,crypto,2018,7
15953,52,Wisconsin,862,crypto,2018,8
15954,52,West North Central,2025,crypto,2018,19
15955,52,Iowa,663,crypto,2018,9
15956,52,Kansas,95,crypto,2018,0
15957,52,Minnesota,530,crypto,2018,4
15958,52,Missouri,351,crypto,2018,3
15959,52,Nebraska,170,crypto,2018,2
15960,52,North Dakota,39,crypto,2018,0
15961,52,South Dakota,177,crypto,2018,1
15962,52,South Atlantic,1852,crypto,2018,41
15963,52,Delaware,31,crypto,2018,0
15964,52,District of Columbia,36,crypto,2018,1
15965,52,Florida,586,crypto,2018,11
15966,52,Georgia,350,crypto,2018,3
15967,52,Maryland,85,crypto,2018,0
15968,52,North Carolina,263,crypto,2018,5
15969,52,South Carolina,121,crypto,2018,2
15970,52,Virginia,309,crypto,2018,17
15971,52,West Virginia,71,crypto,2018,2
15972,52,East South Central,679,crypto,2018,13
15973,52,Alabama,152,crypto,2018,5
15974,52,Kentucky,178,crypto,2018,1
15975,52,Mississippi,98,crypto,2018,2
15976,52,Tennessee,251,crypto,2018,5
15977,52,West South Central,1384,crypto,2018,75
15978,52,Arkansas,82,crypto,2018,1
15979,52,Louisiana,155,crypto,2018,2
15980,52,Oklahoma,164,crypto,2018,23
15981,52,Texas,983,crypto,2018,49
15982,52,Mountain,965,crypto,2018,14
15983,52,Arizona,203,crypto,2018,4
15984,52,Colorado,215,crypto,2018,4
15985,52,Idaho,129,crypto,2018,5
15986,52,Montana,81,crypto,2018,0
15987,52,Nevada,38,crypto,2018,0
15988,52,New Mexico,89,crypto,2018,1
15989,52,Utah,193,crypto,2018,0
15990,52,Wyoming,17,crypto,2018,0
15991,52,Pacific,1182,crypto,2018,214
15993,52,California,663,crypto,2018,10
15995,52,Oregon,297,crypto,2018,5
15996,52,Washington,198,crypto,2018,198
15873,52,U.S. Residents excluding U.S. Territories,15996,stec,2018,911
15874,52,New England,453,stec,2018,4
15875,52,Connecticut,128,stec,2018,2
15876,52,Maine,37,stec,2018,0
15877,52,Massachusetts,152,stec,2018,0
15878,52,New Hampshire,52,stec,2018,0
15879,52,Rhode Island,45,stec,2018,2
15880,52,Vermont,39,stec,2018,0
15881,52,Middle Atlantic,1549,stec,2018,21
15882,52,New Jersey,188,stec,2018,3
15883,52,New York (excluding New York City),428,stec,2018,12
15884,52,New York City,501,stec,2018,3
15885,52,Pennsylvania,432,stec,2018,3
15886,52,East North Central,2140,stec,2018,17
15887,52,Illinois,490,stec,2018,5
15888,52,Indiana,247,stec,2018,3
15889,52,Michigan,302,stec,2018,3
15890,52,Ohio,546,stec,2018,5
15891,52,Wisconsin,555,stec,2018,1
15892,52,West North Central,2261,stec,2018,24
15893,52,Iowa,568,stec,2018,1
15894,52,Kansas,239,stec,2018,8
15895,52,Minnesota,601,stec,2018,8
15896,52,Missouri,371,stec,2018,5
15897,52,Nebraska,213,stec,2018,2
15898,52,North Dakota,65,stec,2018,0
15899,52,South Dakota,204,stec,2018,0
15900,52,South Atlantic,2300,stec,2018,40
15901,52,Delaware,20,stec,2018,1
15902,52,District of Columbia,30,stec,2018,0
15903,52,Florida,808,stec,2018,13
15904,52,Georgia,164,stec,2018,3
15905,52,Maryland,239,stec,2018,6
15906,52,North Carolina,395,stec,2018,1
15907,52,South Carolina,152,stec,2018,1
15908,52,Virginia,400,stec,2018,15
15909,52,West Virginia,92,stec,2018,0
15910,52,East South Central,803,stec,2018,12
15911,52,Alabama,129,stec,2018,5
15912,52,Kentucky,182,stec,2018,1
15913,52,Mississippi,114,stec,2018,1
15914,52,Tennessee,378,stec,2018,5
15915,52,West South Central,1864,stec,2018,202
15916,52,Arkansas,123,stec,2018,2
15917,52,Louisiana,116,stec,2018,2
15918,52,Oklahoma,264,stec,2018,109
15919,52,Texas,1361,stec,2018,89
15920,52,Mountain,1455,stec,2018,15
15921,52,Arizona,296,stec,2018,4
15922,52,Colorado,425,stec,2018,4
15923,52,Idaho,222,stec,2018,3
15924,52,Montana,121,stec,2018,2
15925,52,Nevada,45,stec,2018,0
15926,52,New Mexico,109,stec,2018,0
15927,52,Utah,196,stec,2018,2
15928,52,Wyoming,41,stec,2018,0
15929,52,Pacific,3171,stec,2018,576
15931,52,California,2278,stec,2018,33
15933,52,Oregon,318,stec,2018,3
15934,52,Washington,540,stec,2018,540
15997,52,U.S. Residents excluding U.S. Territories,15548,grd,2018,679
15998,52,New England,1100,grd,2018,13
15999,52,Connecticut,197,grd,2018,3
16000,52,Maine,163,grd,2018,3
16001,52,Massachusetts,560,grd,2018,5
16002,52,New Hampshire,124,grd,2018,2
16003,52,Rhode Island,56,grd,2018,0
16005,52,Middle Atlantic,3064,grd,2018,64
16006,52,New Jersey,353,grd,2018,3
16007,52,New York (excluding New York City),935,grd,2018,42
16008,52,New York City,1114,grd,2018,10
16009,52,Pennsylvania,662,grd,2018,9
16010,52,East North Central,1867,grd,2018,23
16012,52,Indiana,224,grd,2018,2
16013,52,Michigan,459,grd,2018,8
16014,52,Ohio,508,grd,2018,11
16015,52,Wisconsin,676,grd,2018,2
16016,52,West North Central,1440,grd,2018,15
16017,52,Iowa,260,grd,2018,4
16018,52,Kansas,128,grd,2018,3
16019,52,Minnesota,508,grd,2018,4
16020,52,Missouri,255,grd,2018,2
16021,52,Nebraska,126,grd,2018,2
16022,52,North Dakota,49,grd,2018,0
16023,52,South Dakota,114,grd,2018,0
16024,52,South Atlantic,2681,grd,2018,70
16025,52,Delaware,24,grd,2018,0
16026,52,District of Columbia,87,grd,2018,1
16027,52,Florida,1105,grd,2018,19
16028,52,Georgia,651,grd,2018,11
16029,52,Maryland,165,grd,2018,1
16031,52,South Carolina,210,grd,2018,3
16032,52,Virginia,334,grd,2018,34
16033,52,West Virginia,105,grd,2018,1
16034,52,East South Central,218,grd,2018,2
16035,52,Alabama,218,grd,2018,2
16039,52,West South Central,362,grd,2018,10
16040,52,Arkansas,140,grd,2018,9
16041,52,Louisiana,222,grd,2018,1
16044,52,Mountain,1334,grd,2018,15
16045,52,Arizona,149,grd,2018,0
16046,52,Colorado,530,grd,2018,7
16047,52,Idaho,138,grd,2018,1
16048,52,Montana,89,grd,2018,1
16049,52,Nevada,80,grd,2018,1
16050,52,New Mexico,67,grd,2018,3
16051,52,Utah,233,grd,2018,1
16052,52,Wyoming,48,grd,2018,1
16053,52,Pacific,3482,grd,2018,467
16055,52,California,2607,grd,2018,19
16057,52,Oregon,323,grd,2018,9
16058,52,Washington,438,grd,2018,438
16059,52,U.S. Residents excluding U.S. Territories,9933,lgn,2018,245
16060,52,New England,767,lgn,2018,16
16061,52,Connecticut,198,lgn,2018,1
16062,52,Maine,34,lgn,2018,0
16063,52,Massachusetts,368,lgn,2018,3
16064,52,New Hampshire,77,lgn,2018,1
16065,52,Rhode Island,73,lgn,2018,11
16066,52,Vermont,17,lgn,2018,0
16067,52,Middle Atlantic,2431,lgn,2018,35
16068,52,New Jersey,369,lgn,2018,6
16069,52,New York (excluding New York City),770,lgn,2018,17
16070,52,New York City,654,lgn,2018,6
16071,52,Pennsylvania,638,lgn,2018,6
16072,52,East North Central,2652,lgn,2018,31
16073,52,Illinois,509,lgn,2018,4
16074,52,Indiana,249,lgn,2018,4
16075,52,Michigan,633,lgn,2018,7
16076,52,Ohio,930,lgn,2018,11
16077,52,Wisconsin,331,lgn,2018,5
16078,52,West North Central,492,lgn,2018,1
16079,52,Iowa,63,lgn,2018,1
16080,52,Kansas,41,lgn,2018,0
16081,52,Minnesota,152,lgn,2018,0
16082,52,Missouri,150,lgn,2018,0
16083,52,Nebraska,43,lgn,2018,0
16084,52,North Dakota,10,lgn,2018,0
16085,52,South Dakota,33,lgn,2018,0
16086,52,South Atlantic,1742,lgn,2018,39
16087,52,Delaware,46,lgn,2018,0
16088,52,District of Columbia,57,lgn,2018,0
16089,52,Florida,496,lgn,2018,10
16090,52,Georgia,181,lgn,2018,3
16091,52,Maryland,361,lgn,2018,5
16092,52,North Carolina,173,lgn,2018,4
16093,52,South Carolina,63,lgn,2018,3
16094,52,Virginia,236,lgn,2018,14
16095,52,West Virginia,129,lgn,2018,0
16096,52,East South Central,434,lgn,2018,5
16097,52,Alabama,76,lgn,2018,1
16098,52,Kentucky,146,lgn,2018,4
16099,52,Mississippi,41,lgn,2018,0
16100,52,Tennessee,171,lgn,2018,0
16101,52,West South Central,566,lgn,2018,46
16102,52,Arkansas,46,lgn,2018,0
16103,52,Louisiana,42,lgn,2018,0
16104,52,Oklahoma,63,lgn,2018,22
16105,52,Texas,415,lgn,2018,24
16106,52,Mountain,291,lgn,2018,3
16107,52,Arizona,83,lgn,2018,1
16108,52,Colorado,110,lgn,2018,2
16109,52,Idaho,15,lgn,2018,0
16110,52,Montana,10,lgn,2018,0
16111,52,Nevada,16,lgn,2018,0
16112,52,New Mexico,22,lgn,2018,0
16113,52,Utah,33,lgn,2018,0
16114,52,Wyoming,2,lgn,2018,0
16115,52,Pacific,558,lgn,2018,69
16117,52,California,453,lgn,2018,14
16119,52,Oregon,31,lgn,2018,1
16120,52,Washington,54,lgn,2018,54
15873,52,U.S. Residents excluding U.S. Territories,16333,shig,2018,770
15874,52,New England,461,shig,2018,13
15875,52,Connecticut,86,shig,2018,2
15876,52,Maine,7,shig,2018,0
15877,52,Massachusetts,208,shig,2018,6
15878,52,New Hampshire,6,shig,2018,0
15879,52,Rhode Island,59,shig,2018,4
15880,52,Vermont,95,shig,2018,1
15881,52,Middle Atlantic,2373,shig,2018,51
15882,52,New Jersey,631,shig,2018,19
15883,52,New York (excluding New York City),518,shig,2018,19
15884,52,New York City,982,shig,2018,10
15885,52,Pennsylvania,242,shig,2018,3
15886,52,East North Central,1442,shig,2018,15
15887,52,Illinois,403,shig,2018,4
15888,52,Indiana,175,shig,2018,3
15889,52,Michigan,206,shig,2018,4
15890,52,Ohio,513,shig,2018,4
15891,52,Wisconsin,145,shig,2018,0
15892,52,West North Central,896,shig,2018,8
15893,52,Iowa,100,shig,2018,0
15894,52,Kansas,149,shig,2018,1
15895,52,Minnesota,252,shig,2018,3
15896,52,Missouri,309,shig,2018,3
15897,52,Nebraska,50,shig,2018,0
15898,52,North Dakota,10,shig,2018,1
15899,52,South Dakota,26,shig,2018,0
15900,52,South Atlantic,3062,shig,2018,76
15901,52,Delaware,28,shig,2018,1
15902,52,District of Columbia,107,shig,2018,2
15903,52,Florida,1510,shig,2018,48
15904,52,Georgia,405,shig,2018,5
15905,52,Maryland,210,shig,2018,1
15906,52,North Carolina,300,shig,2018,6
15907,52,South Carolina,246,shig,2018,0
15908,52,Virginia,235,shig,2018,13
15909,52,West Virginia,21,shig,2018,0
15910,52,East South Central,930,shig,2018,13
15911,52,Alabama,319,shig,2018,5
15912,52,Kentucky,95,shig,2018,1
15913,52,Mississippi,284,shig,2018,2
15914,52,Tennessee,232,shig,2018,5
15915,52,West South Central,1808,shig,2018,98
15916,52,Arkansas,136,shig,2018,5
15917,52,Louisiana,226,shig,2018,9
15918,52,Oklahoma,91,shig,2018,16
15919,52,Texas,1355,shig,2018,68
15920,52,Mountain,1007,shig,2018,13
15921,52,Arizona,478,shig,2018,5
15922,52,Colorado,240,shig,2018,4
15923,52,Idaho,46,shig,2018,0
15924,52,Montana,12,shig,2018,0
15925,52,Nevada,99,shig,2018,2
15926,52,New Mexico,66,shig,2018,1
15927,52,Utah,63,shig,2018,1
15928,52,Wyoming,3,shig,2018,0
15929,52,Pacific,4354,shig,2018,483
15931,52,California,3407,shig,2018,56
15933,52,Oregon,291,shig,2018,5
15934,52,Washington,419,shig,2018,419
15625,51,U.S. Residents excluding U.S. Territories,12083,crypto,2018,151
15626,51,New England,617,crypto,2018,6
15627,51,Connecticut,77,crypto,2018,1
15628,51,Maine,59,crypto,2018,0
15629,51,Massachusetts,239,crypto,2018,2
15630,51,New Hampshire,86,crypto,2018,1
15631,51,Rhode Island,89,crypto,2018,0
15632,51,Vermont,67,crypto,2018,2
15633,51,Middle Atlantic,1160,crypto,2018,21
15634,51,New Jersey,159,crypto,2018,5
15635,51,New York (excluding New York City),308,crypto,2018,6
15636,51,New York City,241,crypto,2018,5
15637,51,Pennsylvania,452,crypto,2018,5
15638,51,East North Central,2595,crypto,2018,20
15639,51,Illinois,421,crypto,2018,3
15640,51,Indiana,318,crypto,2018,4
15641,51,Michigan,370,crypto,2018,4
15642,51,Ohio,632,crypto,2018,4
15643,51,Wisconsin,854,crypto,2018,5
15644,51,West North Central,2006,crypto,2018,15
15645,51,Iowa,654,crypto,2018,6
15646,51,Kansas,95,crypto,2018,0
15647,51,Minnesota,526,crypto,2018,3
15648,51,Missouri,348,crypto,2018,3
15649,51,Nebraska,168,crypto,2018,2
15650,51,North Dakota,39,crypto,2018,0
15651,51,South Dakota,176,crypto,2018,1
15652,51,South Atlantic,1811,crypto,2018,31
15653,51,Delaware,31,crypto,2018,0
15654,51,District of Columbia,35,crypto,2018,1
15655,51,Florida,575,crypto,2018,10
15656,51,Georgia,347,crypto,2018,7
15657,51,Maryland,85,crypto,2018,0
15658,51,North Carolina,258,crypto,2018,4
15659,51,South Carolina,119,crypto,2018,4
15660,51,Virginia,292,crypto,2018,3
15661,51,West Virginia,69,crypto,2018,2
15662,51,East South Central,666,crypto,2018,8
15663,51,Alabama,147,crypto,2018,1
15664,51,Kentucky,177,crypto,2018,2
15665,51,Mississippi,96,crypto,2018,2
15666,51,Tennessee,246,crypto,2018,3
15667,51,West South Central,1309,crypto,2018,23
15668,51,Arkansas,81,crypto,2018,1
15669,51,Louisiana,153,crypto,2018,3
15670,51,Oklahoma,141,crypto,2018,2
15671,51,Texas,934,crypto,2018,17
15672,51,Mountain,951,crypto,2018,12
15673,51,Arizona,199,crypto,2018,2
15674,51,Colorado,211,crypto,2018,4
15675,51,Idaho,124,crypto,2018,3
15676,51,Montana,81,crypto,2018,0
15677,51,Nevada,38,crypto,2018,0
15678,51,New Mexico,88,crypto,2018,2
15679,51,Utah,193,crypto,2018,1
15680,51,Wyoming,17,crypto,2018,0
15681,51,Pacific,968,crypto,2018,15
15683,51,California,653,crypto,2018,12
15685,51,Oregon,292,crypto,2018,3
15686,51,Washington,0,crypto,2018,0
15563,51,U.S. Residents excluding U.S. Territories,15085,stec,2018,196
15564,51,New England,449,stec,2018,5
15565,51,Connecticut,126,stec,2018,2
15566,51,Maine,37,stec,2018,1
15567,51,Massachusetts,152,stec,2018,1
15568,51,New Hampshire,52,stec,2018,0
15569,51,Rhode Island,43,stec,2018,0
15570,51,Vermont,39,stec,2018,1
15571,51,Middle Atlantic,1528,stec,2018,24
15572,51,New Jersey,185,stec,2018,5
15573,51,New York (excluding New York City),416,stec,2018,10
15574,51,New York City,498,stec,2018,7
15575,51,Pennsylvania,429,stec,2018,2
15576,51,East North Central,2123,stec,2018,20
15577,51,Illinois,485,stec,2018,2
15578,51,Indiana,244,stec,2018,2
15579,51,Michigan,299,stec,2018,4
15580,51,Ohio,541,stec,2018,5
15581,51,Wisconsin,554,stec,2018,7
15582,51,West North Central,2237,stec,2018,16
15583,51,Iowa,567,stec,2018,1
15584,51,Kansas,231,stec,2018,0
15585,51,Minnesota,593,stec,2018,8
15586,51,Missouri,366,stec,2018,2
15587,51,Nebraska,211,stec,2018,3
15588,51,North Dakota,65,stec,2018,0
15589,51,South Dakota,204,stec,2018,2
15590,51,South Atlantic,2260,stec,2018,40
15591,51,Delaware,19,stec,2018,0
15592,51,District of Columbia,30,stec,2018,0
15593,51,Florida,795,stec,2018,17
15594,51,Georgia,161,stec,2018,1
15595,51,Maryland,233,stec,2018,8
15596,51,North Carolina,394,stec,2018,9
15597,51,South Carolina,151,stec,2018,2
15598,51,Virginia,385,stec,2018,3
15599,51,West Virginia,92,stec,2018,0
15600,51,East South Central,791,stec,2018,10
15601,51,Alabama,124,stec,2018,1
15602,51,Kentucky,181,stec,2018,4
15603,51,Mississippi,113,stec,2018,2
15604,51,Tennessee,373,stec,2018,3
15605,51,West South Central,1662,stec,2018,39
15606,51,Arkansas,121,stec,2018,0
15607,51,Louisiana,114,stec,2018,7
15608,51,Oklahoma,155,stec,2018,0
15609,51,Texas,1272,stec,2018,32
15610,51,Mountain,1440,stec,2018,15
15611,51,Arizona,292,stec,2018,4
15612,51,Colorado,421,stec,2018,5
15613,51,Idaho,219,stec,2018,0
15614,51,Montana,119,stec,2018,3
15615,51,Nevada,45,stec,2018,0
15616,51,New Mexico,109,stec,2018,1
15617,51,Utah,194,stec,2018,2
15618,51,Wyoming,41,stec,2018,0
15619,51,Pacific,2595,stec,2018,27
15621,51,California,2245,stec,2018,23
15623,51,Oregon,315,stec,2018,3
15624,51,Washington,0,stec,2018,0
15687,51,U.S. Residents excluding U.S. Territories,14869,grd,2018,222
15688,51,New England,1087,grd,2018,15
15689,51,Connecticut,194,grd,2018,0
15690,51,Maine,160,grd,2018,2
15691,51,Massachusetts,555,grd,2018,10
15692,51,New Hampshire,122,grd,2018,2
15693,51,Rhode Island,56,grd,2018,1
15695,51,Middle Atlantic,3000,grd,2018,60
15696,51,New Jersey,350,grd,2018,4
15697,51,New York (excluding New York City),893,grd,2018,27
15698,51,New York City,1104,grd,2018,23
15699,51,Pennsylvania,653,grd,2018,6
15700,51,East North Central,1844,grd,2018,19
15702,51,Indiana,222,grd,2018,6
15703,51,Michigan,451,grd,2018,3
15704,51,Ohio,497,grd,2018,7
15705,51,Wisconsin,674,grd,2018,3
15706,51,West North Central,1425,grd,2018,22
15707,51,Iowa,256,grd,2018,4
15708,51,Kansas,125,grd,2018,1
15709,51,Minnesota,504,grd,2018,9
15710,51,Missouri,253,grd,2018,5
15711,51,Nebraska,124,grd,2018,3
15712,51,North Dakota,49,grd,2018,0
15713,51,South Dakota,114,grd,2018,0
15714,51,South Atlantic,2611,grd,2018,47
15715,51,Delaware,24,grd,2018,1
15716,51,District of Columbia,86,grd,2018,0
15717,51,Florida,1086,grd,2018,18
15718,51,Georgia,640,grd,2018,15
15719,51,Maryland,164,grd,2018,2
15721,51,South Carolina,207,grd,2018,2
15722,51,Virginia,300,grd,2018,8
15723,51,West Virginia,104,grd,2018,1
15724,51,East South Central,216,grd,2018,2
15725,51,Alabama,216,grd,2018,2
15729,51,West South Central,352,grd,2018,2
15730,51,Arkansas,131,grd,2018,0
15731,51,Louisiana,221,grd,2018,2
15734,51,Mountain,1319,grd,2018,23
15735,51,Arizona,149,grd,2018,3
15736,51,Colorado,523,grd,2018,11
15737,51,Idaho,137,grd,2018,1
15738,51,Montana,88,grd,2018,2
15739,51,Nevada,79,grd,2018,1
15740,51,New Mexico,64,grd,2018,2
15741,51,Utah,232,grd,2018,2
15742,51,Wyoming,47,grd,2018,1
15743,51,Pacific,3015,grd,2018,32
15745,51,California,2588,grd,2018,30
15747,51,Oregon,314,grd,2018,1
15748,51,Washington,0,grd,2018,0
15749,51,U.S. Residents excluding U.S. Territories,9688,lgn,2018,158
15750,51,New England,751,lgn,2018,5
15751,51,Connecticut,197,lgn,2018,1
15752,51,Maine,34,lgn,2018,1
15753,51,Massachusetts,365,lgn,2018,2
15754,51,New Hampshire,76,lgn,2018,0
15755,51,Rhode Island,62,lgn,2018,1
15756,51,Vermont,17,lgn,2018,0
15757,51,Middle Atlantic,2396,lgn,2018,24
15758,51,New Jersey,363,lgn,2018,4
15759,51,New York (excluding New York City),753,lgn,2018,8
15760,51,New York City,648,lgn,2018,5
15761,51,Pennsylvania,632,lgn,2018,7
15762,51,East North Central,2621,lgn,2018,36
15763,51,Illinois,505,lgn,2018,4
15764,51,Indiana,245,lgn,2018,4
15765,51,Michigan,626,lgn,2018,5
15766,51,Ohio,919,lgn,2018,18
15767,51,Wisconsin,326,lgn,2018,5
15768,51,West North Central,491,lgn,2018,6
15769,51,Iowa,62,lgn,2018,0
15770,51,Kansas,41,lgn,2018,0
15771,51,Minnesota,152,lgn,2018,1
15772,51,Missouri,150,lgn,2018,2
15773,51,Nebraska,43,lgn,2018,3
15774,51,North Dakota,10,lgn,2018,0
15775,51,South Dakota,33,lgn,2018,0
15776,51,South Atlantic,1703,lgn,2018,35
15777,51,Delaware,46,lgn,2018,1
15778,51,District of Columbia,57,lgn,2018,1
15779,51,Florida,486,lgn,2018,16
15780,51,Georgia,178,lgn,2018,2
15781,51,Maryland,356,lgn,2018,5
15782,51,North Carolina,169,lgn,2018,1
15783,51,South Carolina,60,lgn,2018,4
15784,51,Virginia,222,lgn,2018,4
15785,51,West Virginia,129,lgn,2018,1
15786,51,East South Central,429,lgn,2018,9
15787,51,Alabama,75,lgn,2018,0
15788,51,Kentucky,142,lgn,2018,3
15789,51,Mississippi,41,lgn,2018,1
15790,51,Tennessee,171,lgn,2018,5
15791,51,West South Central,520,lgn,2018,23
15792,51,Arkansas,46,lgn,2018,1
15793,51,Louisiana,42,lgn,2018,5
15794,51,Oklahoma,41,lgn,2018,0
15795,51,Texas,391,lgn,2018,17
15796,51,Mountain,288,lgn,2018,4
15797,51,Arizona,82,lgn,2018,1
15798,51,Colorado,108,lgn,2018,0
15799,51,Idaho,15,lgn,2018,1
15800,51,Montana,10,lgn,2018,0
15801,51,Nevada,16,lgn,2018,1
15802,51,New Mexico,22,lgn,2018,1
15803,51,Utah,33,lgn,2018,0
15804,51,Wyoming,2,lgn,2018,0
15805,51,Pacific,489,lgn,2018,16
15807,51,California,439,lgn,2018,16
15809,51,Oregon,30,lgn,2018,0
15810,51,Washington,0,lgn,2018,0
15563,51,U.S. Residents excluding U.S. Territories,15563,shig,2018,307
15564,51,New England,448,shig,2018,7
15565,51,Connecticut,84,shig,2018,1
15566,51,Maine,7,shig,2018,0
15567,51,Massachusetts,202,shig,2018,3
15568,51,New Hampshire,6,shig,2018,0
15569,51,Rhode Island,55,shig,2018,2
15570,51,Vermont,94,shig,2018,1
15571,51,Middle Atlantic,2322,shig,2018,52
15572,51,New Jersey,612,shig,2018,23
15573,51,New York (excluding New York City),499,shig,2018,9
15574,51,New York City,972,shig,2018,13
15575,51,Pennsylvania,239,shig,2018,7
15576,51,East North Central,1427,shig,2018,27
15577,51,Illinois,399,shig,2018,6
15578,51,Indiana,172,shig,2018,4
15579,51,Michigan,202,shig,2018,1
15580,51,Ohio,509,shig,2018,16
15581,51,Wisconsin,145,shig,2018,0
15582,51,West North Central,888,shig,2018,6
15583,51,Iowa,100,shig,2018,0
15584,51,Kansas,148,shig,2018,3
15585,51,Minnesota,249,shig,2018,3
15586,51,Missouri,306,shig,2018,0
15587,51,Nebraska,50,shig,2018,0
15588,51,North Dakota,9,shig,2018,0
15589,51,South Dakota,26,shig,2018,0
15590,51,South Atlantic,2986,shig,2018,63
15591,51,Delaware,27,shig,2018,0
15592,51,District of Columbia,105,shig,2018,2
15593,51,Florida,1462,shig,2018,38
15594,51,Georgia,400,shig,2018,9
15595,51,Maryland,209,shig,2018,1
15596,51,North Carolina,294,shig,2018,8
15597,51,South Carolina,246,shig,2018,0
15598,51,Virginia,222,shig,2018,4
15599,51,West Virginia,21,shig,2018,1
15600,51,East South Central,917,shig,2018,21
15601,51,Alabama,314,shig,2018,7
15602,51,Kentucky,94,shig,2018,1
15603,51,Mississippi,282,shig,2018,5
15604,51,Tennessee,227,shig,2018,8
15605,51,West South Central,1710,shig,2018,55
15606,51,Arkansas,131,shig,2018,0
15607,51,Louisiana,217,shig,2018,6
15608,51,Oklahoma,75,shig,2018,1
15609,51,Texas,1287,shig,2018,48
15610,51,Mountain,994,shig,2018,13
15611,51,Arizona,473,shig,2018,5
15612,51,Colorado,236,shig,2018,6
15613,51,Idaho,46,shig,2018,0
15614,51,Montana,12,shig,2018,0
15615,51,Nevada,97,shig,2018,1
15616,51,New Mexico,65,shig,2018,0
15617,51,Utah,62,shig,2018,1
15618,51,Wyoming,3,shig,2018,0
15619,51,Pacific,3871,shig,2018,63
15621,51,California,3351,shig,2018,51
15623,51,Oregon,286,shig,2018,9
15624,51,Washington,0,shig,2018,0
15315,50,U.S. Residents excluding U.S. Territories,11932,crypto,2018,167
15316,50,New England,611,crypto,2018,8
15317,50,Connecticut,76,crypto,2018,1
15318,50,Maine,59,crypto,2018,0
15319,50,Massachusetts,237,crypto,2018,4
15320,50,New Hampshire,85,crypto,2018,0
15321,50,Rhode Island,89,crypto,2018,2
15322,50,Vermont,65,crypto,2018,1
15323,50,Middle Atlantic,1139,crypto,2018,18
15324,50,New Jersey,154,crypto,2018,5
15325,50,New York (excluding New York City),302,crypto,2018,2
15326,50,New York City,236,crypto,2018,3
15327,50,Pennsylvania,447,crypto,2018,8
15328,50,East North Central,2575,crypto,2018,27
15329,50,Illinois,418,crypto,2018,5
15330,50,Indiana,314,crypto,2018,6
15331,50,Michigan,366,crypto,2018,4
15332,50,Ohio,628,crypto,2018,9
15333,50,Wisconsin,849,crypto,2018,3
15334,50,West North Central,1991,crypto,2018,27
15335,50,Iowa,648,crypto,2018,9
15336,50,Kansas,95,crypto,2018,0
15337,50,Minnesota,523,crypto,2018,6
15338,50,Missouri,345,crypto,2018,7
15339,50,Nebraska,166,crypto,2018,2
15340,50,North Dakota,39,crypto,2018,0
15341,50,South Dakota,175,crypto,2018,3
15342,50,South Atlantic,1780,crypto,2018,29
15343,50,Delaware,31,crypto,2018,1
15344,50,District of Columbia,34,crypto,2018,1
15345,50,Florida,565,crypto,2018,9
15346,50,Georgia,340,crypto,2018,3
15347,50,Maryland,85,crypto,2018,0
15348,50,North Carolina,254,crypto,2018,4
15349,50,South Carolina,115,crypto,2018,3
15350,50,Virginia,289,crypto,2018,4
15351,50,West Virginia,67,crypto,2018,4
15352,50,East South Central,658,crypto,2018,9
15353,50,Alabama,146,crypto,2018,2
15354,50,Kentucky,175,crypto,2018,2
15355,50,Mississippi,94,crypto,2018,3
15356,50,Tennessee,243,crypto,2018,2
15357,50,West South Central,1286,crypto,2018,20
15358,50,Arkansas,80,crypto,2018,0
15359,50,Louisiana,150,crypto,2018,3
15360,50,Oklahoma,139,crypto,2018,5
15361,50,Texas,917,crypto,2018,12
15362,50,Mountain,939,crypto,2018,15
15363,50,Arizona,197,crypto,2018,6
15364,50,Colorado,207,crypto,2018,5
15365,50,Idaho,121,crypto,2018,0
15366,50,Montana,81,crypto,2018,0
15367,50,Nevada,38,crypto,2018,1
15368,50,New Mexico,86,crypto,2018,0
15369,50,Utah,192,crypto,2018,3
15370,50,Wyoming,17,crypto,2018,0
15371,50,Pacific,953,crypto,2018,14
15373,50,California,641,crypto,2018,14
15375,50,Oregon,289,crypto,2018,0
15376,50,Washington,0,crypto,2018,0
15253,50,U.S. Residents excluding U.S. Territories,14889,stec,2018,181
15254,50,New England,444,stec,2018,1
15255,50,Connecticut,124,stec,2018,0
15256,50,Maine,36,stec,2018,0
15257,50,Massachusetts,151,stec,2018,1
15258,50,New Hampshire,52,stec,2018,0
15259,50,Rhode Island,43,stec,2018,0
15260,50,Vermont,38,stec,2018,0
15261,50,Middle Atlantic,1504,stec,2018,21
15262,50,New Jersey,180,stec,2018,3
