rowid,week,location,pathogen,year,num_cases,current_week
3418,52,UNITED STATES,ecoli,1996,4383,21
3419,52,NEW ENGLAND,ecoli,1996,543,1
3420,52,Maine,ecoli,1996,22,0
3421,52,N.H.,ecoli,1996,80,0
3422,52,Vt.,ecoli,1996,69,1
3423,52,Mass.,ecoli,1996,286,0
3424,52,R.I.,ecoli,1996,16,0
3425,52,Conn.,ecoli,1996,70,0
3426,52,MID. ATLANTIC,ecoli,1996,269,2
3427,52,Upstate N.Y.,ecoli,1996,166,1
3428,52,N.Y. City,ecoli,1996,17,0
3429,52,N.J.,ecoli,1996,64,1
3431,52,E.N. CENTRAL,ecoli,1996,1010,3
3432,52,Ohio,ecoli,1996,278,1
3433,52,Ind.,ecoli,1996,144,0
3434,52,Ill.,ecoli,1996,351,1
3435,52,Mich.,ecoli,1996,172,1
3437,52,W.N. CENTRAL,ecoli,1996,964,2
3438,52,Minn.,ecoli,1996,503,0
3439,52,Iowa,ecoli,1996,227,1
3440,52,Mo.,ecoli,1996,72,0
3441,52,N. Dak.,ecoli,1996,34,0
3442,52,S. Dak.,ecoli,1996,26,0
3443,52,Nebr.,ecoli,1996,58,0
3444,52,Kans.,ecoli,1996,44,1
3445,52,S. ATLANTIC,ecoli,1996,217,3
3446,52,Del.,ecoli,1996,4,0
3448,52,D.C.,ecoli,1996,0,0
3451,52,N.C.,ecoli,1996,64,2
3452,52,S.C.,ecoli,1996,21,0
3453,52,Ga.,ecoli,1996,32,0
3454,52,Fla.,ecoli,1996,38,1
3455,52,E.S. CENTRAL,ecoli,1996,140,0
3456,52,Ky.,ecoli,1996,24,0
3457,52,Tenn.,ecoli,1996,86,0
3458,52,Ala.,ecoli,1996,18,0
3459,52,Miss.,ecoli,1996,12,0
3460,52,W.S. CENTRAL,ecoli,1996,96,1
3461,52,Ark.,ecoli,1996,18,0
3462,52,La.,ecoli,1996,11,0
3463,52,Okla.,ecoli,1996,15,1
3464,52,Tex.,ecoli,1996,52,0
3465,52,MOUNTAIN,ecoli,1996,335,3
3466,52,Mont.,ecoli,1996,27,0
3467,52,Idaho,ecoli,1996,53,1
3468,52,Wyo.,ecoli,1996,20,0
3469,52,Colo.,ecoli,1996,129,1
3470,52,N. Mex.,ecoli,1996,16,1
3472,52,Utah,ecoli,1996,34,0
3473,52,Nev.,ecoli,1996,29,0
3474,52,PACIFIC,ecoli,1996,809,6
3475,52,Wash.,ecoli,1996,335,0
3476,52,Oreg.,ecoli,1996,163,2
3477,52,Calif.,ecoli,1996,293,4
3351,51,UNITED STATES,ecoli,1996,4362,145
3352,51,NEW ENGLAND,ecoli,1996,542,9
3353,51,Maine,ecoli,1996,22,0
3354,51,N.H.,ecoli,1996,80,1
3355,51,Vt.,ecoli,1996,68,1
3356,51,Mass.,ecoli,1996,286,7
3357,51,R.I.,ecoli,1996,16,0
3358,51,Conn.,ecoli,1996,70,0
3359,51,MID. ATLANTIC,ecoli,1996,267,3
3360,51,Upstate N.Y.,ecoli,1996,165,3
3361,51,N.Y. City,ecoli,1996,17,0
3362,51,N.J.,ecoli,1996,63,0
3364,51,E.N. CENTRAL,ecoli,1996,1007,22
3365,51,Ohio,ecoli,1996,277,6
3366,51,Ind.,ecoli,1996,144,5
3367,51,Ill.,ecoli,1996,350,8
3368,51,Mich.,ecoli,1996,171,0
3370,51,W.N. CENTRAL,ecoli,1996,962,14
3371,51,Minn.,ecoli,1996,503,5
3372,51,Iowa,ecoli,1996,226,1
3373,51,Mo.,ecoli,1996,72,2
3374,51,N. Dak.,ecoli,1996,34,3
3375,51,S. Dak.,ecoli,1996,26,1
3376,51,Nebr.,ecoli,1996,58,2
3377,51,Kans.,ecoli,1996,43,0
3378,51,S. ATLANTIC,ecoli,1996,214,10
3379,51,Del.,ecoli,1996,4,0
3381,51,D.C.,ecoli,1996,0,0
3384,51,N.C.,ecoli,1996,62,3
3385,51,S.C.,ecoli,1996,21,1
3386,51,Ga.,ecoli,1996,32,2
3387,51,Fla.,ecoli,1996,37,3
3388,51,E.S. CENTRAL,ecoli,1996,140,3
3389,51,Ky.,ecoli,1996,24,0
3390,51,Tenn.,ecoli,1996,86,3
3391,51,Ala.,ecoli,1996,18,0
3392,51,Miss.,ecoli,1996,12,0
3393,51,W.S. CENTRAL,ecoli,1996,95,5
3394,51,Ark.,ecoli,1996,18,1
